@RELATION meteorite_landings_test

@ATTRIBUTE recclass {"Acapulcoite","Acapulcoite/Lodranite","Acapulcoite/lodranite","Achondrite-prim","Achondrite-ung","Angrite","Aubrite","Aubrite-an","Brachinite","C","C1/2-ung","C2","C2-ung","C3-ung","C3.0-ung","C4","C4-ung","C4/5","C5/6-ung","C6","CB","CBa","CBb","CH/CBb","CH3","CI1","CK","CK3","CK3-an","CK4","CK4-an","CK4/5","CK5","CK5/6","CK6","CM","CM-an","CM1","CM1/2","CM2","CO3","CO3.0","CO3.1","CO3.2","CO3.3","CO3.4","CO3.5","CO3.6","CO3.7","CO3.8","CR","CR-an","CR1","CR2","CR2-an","CR7","CV2","CV3","CV3-an","Chondrite-fusion crust","Chondrite-ung","Diogenite","Diogenite-an","Diogenite-olivine","Diogenite-pm","E","E-an","E3","E3-an","E4","E5","E5-an","E6","EH","EH-imp melt","EH3","EH3/4-an","EH4","EH4/5","EH5","EH6","EH6-an","EH7","EH7-an","EL-melt rock","EL3","EL4","EL4/5","EL5","EL6","EL6/7","EL7","Enst achon-ung","Eucrite","Eucrite-Mg rich","Eucrite-an","Eucrite-br","Eucrite-cm","Eucrite-mmict","Eucrite-pmict","Eucrite-unbr","Fusion crust","H","H(5?)","H(?)4","H(L)3","H(L)3-an","H-an","H-imp melt","H-melt breccia","H-melt rock","H-metal","H/L3","H/L3.5","H/L3.6","H/L3.9","H/L4","H/L4-5","H/L5","H/L6","H/L~4","H3 ","H3","H3-4","H3-5","H3-6","H3-an","H3.0","H3.0-3.4","H3.05","H3.1","H3.10","H3.2","H3.2-3.7","H3.2-6","H3.2-an","H3.3","H3.4","H3.4-5","H3.4/3.5","H3.5","H3.5-4","H3.6","H3.6-6","H3.7","H3.7-5","H3.7-6","H3.7/3.8","H3.8","H3.8-4","H3.8-5","H3.8-6","H3.8-an","H3.8/3.9","H3.8/4","H3.9","H3.9-5","H3.9-6","H3.9/4","H3/4","H4 ","H4","H4(?)","H4-5","H4-6","H4-an","H4-melt breccia","H4/5","H4/6","H5 ","H5","H5-6","H5-7","H5-an","H5-melt breccia","H5/6","H6 ","H6","H6-melt breccia","H7","H?","Howardite","Howardite-an","H~4","H~4/5","H~5","H~6","Iron","Iron- IAB complex","Iron- IAB-MG","Iron- IAB-an","Iron- IAB-sHH","Iron- IAB-sHL","Iron- IAB-sHL-an","Iron- IAB-sLH","Iron- IAB-sLL","Iron- IAB-sLM","Iron- IAB-ung","Iron- IAB?","Iron- IC","Iron- IC-an","Iron- IIAB","Iron- IIAB-an","Iron- IIC","Iron- IID","Iron- IID-an","Iron- IIE","Iron- IIE-an","Iron- IIF","Iron- IIG","Iron- IIIAB","Iron- IIIAB-an","Iron- IIIAB?","Iron- IIIE","Iron- IIIE-an","Iron- IIIF","Iron- IVA","Iron- IVA-an","Iron- IVB","Iron- ungrouped","K","K3","L","L(?)3","L(LL)3","L(LL)3.05","L(LL)3.5-3.7","L(LL)5","L(LL)6","L-imp melt","L-melt breccia","L-melt rock","L-metal","L/LL","L/LL(?)3","L/LL3","L/LL3-5","L/LL3-6","L/LL3.10","L/LL3.2","L/LL3.4","L/LL3.6/3.7","L/LL4","L/LL4-6","L/LL4/5","L/LL5","L/LL5-6","L/LL5/6","L/LL6","L/LL6-an","L/LL~4","L/LL~5","L/LL~6","L3","L3-4","L3-5","L3-6","L3-melt breccia","L3.0","L3.0-3.7","L3.0-3.9","L3.00","L3.05","L3.1","L3.10","L3.2","L3.2-3.5","L3.2-3.6","L3.3","L3.3-3.5","L3.3-3.6","L3.3-3.7","L3.4","L3.4-3.7","L3.5","L3.5-3.7","L3.5-3.8","L3.5-3.9","L3.5-5","L3.6","L3.6-4","L3.7","L3.7-3.9","L3.7-4","L3.7-6","L3.7/3.8","L3.8","L3.8-6","L3.8-an","L3.9","L3.9-5","L3.9-6","L3.9/4","L3/4","L4 ","L4","L4-5","L4-6","L4-an","L4-melt breccia","L4/5","L5 ","L5","L5-6","L5-7","L5-melt breccia","L5/6","L6 ","L6","L6-melt breccia","L6/7","L7","LL","LL(L)3","LL-imp melt","LL-melt breccia","LL-melt rock","LL3","LL3-5","LL3-6","LL3.0","LL3.00","LL3.05","LL3.1","LL3.1-3.5","LL3.15","LL3.2","LL3.3","LL3.4","LL3.5","LL3.6","LL3.7","LL3.7-6","LL3.8","LL3.8-4","LL3.8-6","LL3.9","LL3.9/4","LL3/4","LL4","LL4-5","LL4-6","LL4/5","LL5","LL5-6","LL5-7","LL5/6","LL6 ","LL6","LL6(?)","LL6-an","LL6-melt breccia","LL7","LL7(?)","LL~3","LL~5","LL~6","Lodranite","Lodranite-an","Lunar (anorth)","Lunar (bas. breccia)","Lunar (bas/anor)","Lunar (basalt)","Lunar (feldsp. breccia)","Lunar (gabbro)","Lunar (norite)","Lunar","L~3","L~4","L~4-6","L~5","L~6","Martian (OPX)","Martian (basaltic breccia)","Martian (chassignite)","Martian (nakhlite)","Martian (shergottite)","Mesosiderite","Mesosiderite-A","Mesosiderite-A1","Mesosiderite-A2","Mesosiderite-A3","Mesosiderite-A3/4","Mesosiderite-A4","Mesosiderite-B","Mesosiderite-B1","Mesosiderite-B2","Mesosiderite-B4","Mesosiderite-C","Mesosiderite-C2","Mesosiderite-an","Mesosiderite?","OC","Pallasite","Pallasite- PES","Pallasite- PMG","Pallasite- PMG-an","Pallasite- ungrouped","Pallasite?","R","R3","R3-4","R3-5","R3-6","R3.5-4","R3.5-6","R3.6","R3.8","R3.8-5","R3.8-6","R3.9","R4","R5","R6","Relict OC","Relict iron","Stone-uncl","Stone-ung","Ureilite","Ureilite-an","Ureilite-pmict","Winonaite"}
@ATTRIBUTE mass numeric
@ATTRIBUTE fall {Fell,Found}
@ATTRIBUTE yearoflanding DATE yyyy
@ATTRIBUTE class {NE,NW,SE,SW}

@DATA
"H5",75,Found,1991,NE
"L6",923,Found,1991,NE
"L4",60,Found,1991,NE
"L3.9/4",402,Found,1991,NE
"H5/6",99,Found,1991,NE
"H6",382,Found,1991,NE
"LL5-6",202,Found,1991,NE
"L6",146,Found,1991,NE
"LL5-6",47,Found,1991,NE
"L6",99,Found,1991,NE
"L6",124,Found,1991,NE
"H5/6",235,Found,1991,NE
"H6",75,Found,1991,NE
"H6",212,Found,1991,NE
"H3-6",114,Found,1991,NE
"H5",177,Found,1991,NE
"L6",73,Found,1991,NE
"H4",92,Found,1991,NE
"L6",438,Found,1991,NE
"LL6",243,Found,1991,NE
"Mesosiderite",83,Found,1991,NE
"L6",518,Found,1991,NE
"LL5-6",229,Found,1991,NE
"LL4-6",764,Found,1991,NE
"LL6",276,Found,1991,NE
"CR2",298,Found,1991,NE
"H6",237,Found,1991,NE
"CV3",63,Found,1991,NE
"H5/6",2110,Found,1991,NE
"H6",203,Found,1991,NE
"H5-6",429,Found,1991,NE
"H5",99,Found,1991,NE
"Ureilite",41,Found,1991,NE
"H5",72,Found,1991,NE
"H5",96,Found,1991,NE
"L6",177,Found,1991,NE
"L5",165,Found,1991,NE
"H6",67,Found,1991,NE
"H5",187,Found,1991,NE
"H5",120,Found,1991,NE
"H4/5",69,Found,1991,NE
"H6",407,Found,1991,NE
"E4",59,Found,1992,NE
"L5",55,Found,1992,NE
"CR2",76,Found,1992,NE
"L6",213,Found,1992,NE
"H6",261,Found,1992,NE
"H5",432,Found,1992,NE
"LL6",198,Found,1992,NE
"H4",457,Found,1992,NE
"LL6",217,Found,1992,NE
"LL5-6",121,Found,1992,NE
"L6",43,Found,1992,NE
"L6",2000,Found,1992,NE
"LL4",180,Found,1992,NE
"H6",270,Found,1992,NE
"H4",162,Found,1992,NE
"H5",95,Found,1992,NE
"H5/6",83,Found,1992,NE
"H6",60,Found,1992,NE
"L6",369,Found,1992,NE
"L6",129,Found,1992,NE
"L5",520,Found,1992,NE
"H5",74,Found,1992,NE
"L6",185,Found,1992,NE
"H6",169,Found,1992,NE
"CR2",120,Found,1992,NE
"L5",364,Found,1992,NE
"H5",78,Found,1992,NE
"H6",169,Found,1992,NE
"L/LL6",506,Found,1992,NE
"H6",126,Found,1992,NE
"H5",878,Found,1992,NE
"H5",292,Found,1992,NE
"L6",2393,Found,1992,NE
"H5",167,Found,1992,NE
"H5",157,Found,2001,NE
"L5",25,Found,2001,NE
"LL5",117,Found,2001,NE
"CR2",69,Found,2001,NE
"LL6",32,Found,1989,NE
"L6",139,Found,1989,NE
"H5",745.22,Found,2001,NE
"CV3",180.07,Found,2001,NE
"L4/5",30000,Found,2001,NE
"L6",490,Found,2001,NE
"CM2",750,Found,2001,NE
"CO3",115.02,Found,2001,NE
"CO3",489,Found,2001,NE
"L6",211.25,Found,2002,NE
"H4",261,Found,2002,NE
"L3.8",19400,Found,2002,NE
"L3.8",360,Found,2002,NE
"H6",377.6,Found,2002,NE
"H5",400,Found,2002,NE
"L5",173.15,Found,2002,NE
"L3",132,Found,2002,NE
"L6",1276,Found,2002,NE
"H3-5",140,Found,2002,NE
"H3",410,Found,2002,NE
"LL5",53,Found,2002,NE
"LL6",546,Found,2002,NE
"L3",1165,Found,2001,NE
"L5",8750,Found,2001,NE
"H6",298,Found,2001,NE
"H4",128,Found,2001,NE
"L6",211,Found,2001,NE
"L5",873,Found,2001,NE
"Eucrite-cm",11935,Found,2001,NE
"LL5",252,Found,2001,NE
"LL5",161,Found,2002,NE
"EL6",120,Found,2002,NE
"LL5",62,Found,2001,NE
"H6",70,Found,2002,NE
"H6",67,Found,2002,NE
"Ureilite",68,Found,2002,NE
"H4",138,Found,2002,NE
"H5",242.8,Found,2002,NE
"LL4",389.9,Found,2002,NE
"LL6",656,Found,2002,NE
"L5",1456,Found,2002,NE
"CH3",1456,Found,2002,NE
"H5",410,Found,2002,NE
"H4",126,Found,2002,NE
"H4",122,Found,2002,NE
"Chondrite-ung",129,Found,2002,NE
"L5",9608,Found,2002,NE
"LL6",238,Found,2002,NE
"H5",128,Found,2002,NE
"CO3",118,Found,2002,NE
"LL6",495,Found,2002,NE
"H6",132,Found,2002,NE
"L4",132,Found,2002,NE
"LL6",1320,Found,2003,NE
"H4",14764,Found,2004,NE
"H5",849,Found,2002,NE
"L6",292,Found,2002,NE
"H5",101,Found,2002,NE
"L5",200,Found,2004,NE
"H4-6",177,Found,2004,NE
"H4",1072,Found,2004,NE
"H5",397,Found,2004,NE
"H4",578,Found,2004,NE
"H4",388,Found,2004,NE
"H~5",74,Found,1997,NE
"H~6",74,Found,1997,NE
"CR2",364,Found,2001,NE
"CR2",394,Found,2001,NE
"CR2",148,Found,2001,NE
"CR2",105,Found,2001,NE
"CR2",97,Found,2001,NE
"CR2",89,Found,2001,NE
"CR2",101,Found,2001,NE
"L5",9,Found,2002,NE
"H5",16000,Found,1924,NW
"L5",3046,Found,1995,NW
"H5",75000,Found,1947,NW
"Pallasite- PMG",3956,Found,1962,NW
"Iron- IIIAB",217700,Found,1981,NW
"Eucrite-mmict",1,Found,1905,NE
"LL3.2",259.3,Found,2005,NW
"H5",5700,Found,1928,NW
"H5",90000,Found,1961,NE
"L5",1000,Found,1912,SE
"Pallasite- PMG",180000,Found,1905,NW
"H4/5",1917,Found,1990,NE
"L5",407,Found,1990,NE
"L/LL3.10",287,Found,1990,NE
"EL5",360,Found,2001,NE
"L6",926,Found,2003,NE
"H5/6",1113,Found,1997,NE
"LL3",2200,Found,2002,NE
"H5",2730,Found,2002,NE
"H4",22600,Found,1936,NW
"Iron- IAB complex",582000,Found,1952,NE
"Iron- IIIAB",43000,Found,1942,NW
"Iron- IIAB",100000,Found,2000,NW
"Eucrite",82,Found,2000,NW
"Iron- IIIAB",49000,Found,1938,SW
"H",260.1,Found,1971,SW
"H5",896,Found,1990,NE
"L6",236,Found,1990,NE
"L6",809,Found,1990,NE
"H5",1137,Found,1990,NE
"H5",859,Found,1991,NE
"L6",435,Found,1992,NE
"H4",334,Found,1992,NE
"L4",79,Found,1992,NE
"L3.8",1446,Found,1992,NE
"H5",367,Found,1993,NE
"H4",207,Found,1993,NE
"H5",347,Found,1993,NE
"L5",364,Found,1993,NE
"L5",167,Found,1993,NE
"L4",1106,Found,1993,NE
"L5",177,Found,1993,NE
"L6",1000,Found,2001,NE
"Pallasite- PMG",52600,Found,1909,NW
"OC",956,Found,1936,NW
"Iron- IIAB",80650,Found,1907,NW
"H",1760,Found,1968,NE
"H4",114,Found,1988,NE
"H6",1050,Found,1940,NW
"L6",4000,Found,1961,NW
"H5",13.31,Found,2005,NE
"Aubrite",3000000,Found,2006,NW
"L4",41.5,Found,2000,NE
"H5",81.4,Found,2000,NE
"L4",115.42,Found,2002,NE
"L5",260.22,Found,2002,NE
"L6",763.29,Found,2002,NE
"L6",1861.21,Found,2002,NE
"L5",1042.7,Found,2002,NE
"L6",1074.3,Found,2002,NE
"H4",39.83,Found,2002,NE
"L6",41539.3,Found,2002,NE
"L6",8056,Found,2002,NE
"L6",402.75,Found,2003,NE
"H4",1066.2,Found,2002,NE
"L6",402.75,Found,2003,NE
"H~5",1319.4,Found,2001,NE
"H~5",854.7,Found,2001,NE
"L~6",2936.5,Found,2001,NE
"H4",1865.6,Found,2001,NE
"H5",124,Found,2001,NE
"H5",105.3,Found,2001,NE
"L~6",97.7,Found,2001,NE
"L~3",362.7,Found,2001,NE
"L~6",913.1,Found,2001,NE
"H~4",50.7,Found,2001,NE
"L6",591.8,Found,2006,NE
"H4",12834,Found,2002,NE
"L6",2084.16,Found,2007,NE
"L4",150.057,Found,2007,NE
"H4",61.6,Found,2009,NE
"L3",165.4,Found,2009,NE
"H4/5",250.5,Found,2009,NE
"L4",2632.8,Found,2009,NE
"LL6",3150.5,Found,2009,NE
"LL6",690.5,Found,2009,NE
"L4-6",273.05,Found,2010,NE
"H5",141.51,Found,2010,NE
"L(LL)3.5-3.7",1228.1,Found,2010,NE
"L6",16.41,Found,2010,NE
"L6",1.56,Found,2010,NE
"H4",356.2,Found,2010,NE
"H6",3407.8,Found,2010,NE
"Achondrite-ung",1411.8,Found,2010,NE
"L4-5",112.76,Found,2010,NE
"H5",4694.9,Found,2010,NE
"H6",55.51,Found,2010,NE
"H6",45.52,Found,2010,NE
"H6",35.3,Found,2010,NE
"H5",1330.9,Found,2010,NE
"L6",439.58,Found,2010,NE
"LL5",1.7,Found,2007,NE
"LL5",1.1,Found,2007,NE
"H5",13600,Found,1938,NW
"L6",1800,Found,1937,NW
"Iron- IIIAB",37500,Found,1959,NE
"Pallasite- PMG",37600,Found,1915,NW
"L",15400,Found,1949,NW
"Iron- IVA",12280,Found,1966,NW
"Iron- IIIAB",11000,Found,1985,NW
"H5",66.5,Found,1996,NW
"Iron- IAB complex",192,Found,1905,NW
"Iron- IAB-ung",1280,Found,1959,SW
"Iron- IIIAB",500,Found,1960,NE
"L6",3755,Found,1960,NE
"Iron- IAB-sHL",4100,Found,1905,NW
"Iron- ungrouped",20000,Found,1931,SE
"Iron- IIIE-an",58400,Found,1977,NE
"H4",11450,Found,1955,NE
"H6",30.47,Found,1998,NW
"L5",28,Found,2011,NW
"Iron- IIAB",1200000,Found,1973,NE
"H5",128.1,Found,2006,SE
"H~5",119.2,Found,2006,SE
"H~5",25,Found,2006,SE
"H~5",61.7,Found,2006,SE
"H~5",6,Found,2006,SE
"H~5",280.9,Found,2006,SE
"H5",226.3,Found,2006,SE
"H~5",120,Found,2006,SE
"H~5",28.6,Found,2006,SE
"H~5",1.08,Found,2006,SE
"H~5",24.3,Found,2006,SE
"H5",91,Found,2006,SE
"L5/6",0.5,Found,2009,SE
"L6",71.6,Found,2009,SE
"L6",15.5,Found,2009,SE
"CM2",24.3,Found,1982,SE
"CO3.4",29.1,Found,1982,SE
"H5",48.1,Found,1982,SE
"H5",2529.2,Found,1982,SE
"L5",398.8,Found,1982,SE
"L6",363.3,Found,1982,SE
"Ureilite",35.1,Found,1982,SE
"L5",9.2,Found,1982,SE
"H5",13.5,Found,1982,SE
"H5",47.2,Found,1982,SE
"H3.6",39.3,Found,1982,SE
"L6",63,Found,1982,SE
"H5",28.3,Found,1982,SE
"H6",61.2,Found,1982,SE
"H5",40.7,Found,1982,SE
"H5",48.5,Found,1982,SE
"H6",18.4,Found,1982,SE
"L5",4.2,Found,1982,SE
"L6",110.9,Found,1982,SE
"H5",23.9,Found,1982,SE
"H5",7.2,Found,1982,SE
"L6",2.4,Found,1982,SE
"H5",142,Found,1982,SE
"L6",110.8,Found,1982,SE
"H6",25.8,Found,1982,SE
"L6",178.4,Found,1982,SE
"H4",139.9,Found,1982,SE
"H6",5.1,Found,1982,SE
"H4",15.2,Found,1982,SE
"H5",14.1,Found,1982,SE
"Ureilite",44.6,Found,1982,SE
"CM2",1,Found,1982,SE
"EH4",5.9,Found,1982,SE
"H4",19.7,Found,1982,SE
"H5",28.2,Found,1982,SE
"CK4",12.1,Found,1982,SE
"H4",4.3,Found,1982,SE
"L5",10.8,Found,1982,SE
"H6",5,Found,1982,SE
"L6",0.2,Found,1982,SE
"L6",0.3,Found,1982,SE
"H5",0.6,Found,1982,SE
"L6",20,Found,1982,SE
"H6",3.5,Found,1982,SE
"H5",7.3,Found,1982,SE
"L4",1568.6,Found,1983,SE
"L5",367.1,Found,1983,SE
"H5",321.8,Found,1983,SE
"L6",813.9,Found,1983,SE
"H5",227.9,Found,1983,SE
"H5",230.2,Found,1983,SE
"LL3.4",285,Found,1983,SE
"L3.4-3.7",272,Found,1983,SE
"Aubrite",1.7,Found,1983,SE
"LL3.3",395.2,Found,1983,SE
"L5",213.3,Found,1983,SE
"H5",202.7,Found,1983,SE
"H6",246.3,Found,1983,SE
"Ureilite",1.3,Found,1983,SE
"Aubrite",3.1,Found,1983,SE
"CM2",4.1,Found,1983,SE
"L3.5",0.6,Found,1983,SE
"EL6",3.7,Found,1983,SE
"H4",2.6,Found,1983,SE
"H5",2.9,Found,1983,SE
"L6",42.4,Found,1983,SE
"LL6",5.4,Found,1983,SE
"L4",4.2,Found,1983,SE
"H6",6.2,Found,1983,SE
"H5",77.8,Found,1983,SE
"CO3",0.1,Found,1983,SE
"L6",2.7,Found,1983,SE
"H6",16,Found,1983,SE
"H5",96.2,Found,1983,SE
"H5",48.7,Found,1983,SE
"H5",10.4,Found,1983,SE
"LL6",2.9,Found,1983,SE
"L6",20.7,Found,1983,SE
"H5",6.5,Found,1983,SE
"H5",1.2,Found,1983,SE
"H5",24.3,Found,1983,SE
"H5",2.5,Found,1983,SE
"L3.8",86.5,Found,1983,SE
"H5",6.3,Found,1983,SE
"H5",77.9,Found,1983,SE
"L6",0.3,Found,1983,SE
"H3.6",0.5,Found,1983,SE
"L6",2.7,Found,1983,SE
"H5",4.8,Found,1983,SE
"L5",1.6,Found,1983,SE
"H5",32.9,Found,1983,SE
"H5",20,Found,1983,SE
"L5",2.3,Found,1983,SE
"H5",6.1,Found,1983,SE
"H6",9.7,Found,1983,SE
"H5",16.5,Found,1983,SE
"L6",52.8,Found,1983,SE
"H5",63.2,Found,1983,SE
"LL6",16.8,Found,1983,SE
"H5",18.4,Found,1983,SE
"H5",1.4,Found,1983,SE
"H5",62.9,Found,1983,SE
"L6",29.2,Found,1983,SE
"H5",3.5,Found,1983,SE
"H5",8.8,Found,1983,SE
"H5",33.6,Found,1983,SE
"H5",76.9,Found,1983,SE
"L6",16.9,Found,1983,SE
"H5",12.4,Found,1983,SE
"H5",53.6,Found,1983,SE
"H5",45.9,Found,1983,SE
"L6",95.8,Found,1983,SE
"H5",0.8,Found,1983,SE
"L5",78.2,Found,1983,SE
"LL6",215.7,Found,1983,SE
"H6",4.9,Found,1983,SE
"H5",1.6,Found,1983,SE
"H5",49.2,Found,1983,SE
"H5",6.4,Found,1983,SE
"CM1/2",3019,Found,1983,SE
"L6",639.2,Found,1983,SE
"CM2",1786.2,Found,1983,SE
"H6",51.8,Found,1983,SE
"H5",2.1,Found,1983,SE
"L6",0.7,Found,1983,SE
"CM2",22.3,Found,1983,SE
"H5",38.4,Found,1983,SE
"CO3.5",1519.4,Found,1983,SE
"Martian (OPX)",1930.9,Found,1984,SE
"L6",7554,Found,1984,SE
"H5",3088.7,Found,1984,SE
"H4",9000,Found,1984,SE
"L5",12000,Found,1984,SE
"H4/5",16000,Found,1984,SE
"Aubrite",705.6,Found,1984,SE
"Aubrite",301.6,Found,1984,SE
"Aubrite",335.6,Found,1984,SE
"Aubrite",303,Found,1984,SE
"Aubrite",138.2,Found,1984,SE
"Aubrite",224.7,Found,1984,SE
"Aubrite",159.9,Found,1984,SE
"Aubrite",49.4,Found,1984,SE
"Aubrite",263.9,Found,1984,SE
"Aubrite",149.7,Found,1984,SE
"Aubrite",79.8,Found,1984,SE
"Aubrite",81.7,Found,1984,SE
"Aubrite",93.2,Found,1984,SE
"Aubrite",191.1,Found,1984,SE
"Aubrite",35.7,Found,1984,SE
"Aubrite",12.5,Found,1984,SE
"Aubrite",262.4,Found,1984,SE
"Aubrite",194.4,Found,1984,SE
"Brachinite",4.6,Found,1984,SE
"LL7(?)",8,Found,1984,SE
"CV3",735.9,Found,1984,SE
"CM2",119.8,Found,1984,SE
"CM2",6.2,Found,1984,SE
"CM2",12.5,Found,1984,SE
"CM2",7.9,Found,1984,SE
"CM2",60.4,Found,1984,SE
"CM2",44.1,Found,1984,SE
"CM2",3.2,Found,1984,SE
"CM2",2.8,Found,1984,SE
"CV3",3,Found,1984,SE
"CK4",12.3,Found,1984,SE
"CM2",32.8,Found,1984,SE
"CM2",28.7,Found,1984,SE
"CM2",1.3,Found,1984,SE
"CM2",51.3,Found,1984,SE
"CM2",16.8,Found,1984,SE
"CM2",147.4,Found,1984,SE
"CM2",11.4,Found,1984,SE
"CM2",1.5,Found,1984,SE
"CM2",4.4,Found,1984,SE
"CM2",12.6,Found,1984,SE
"CM2",29.4,Found,1984,SE
"CM2",3.2,Found,1984,SE
"CM2",34.3,Found,1984,SE
"LL6",10.5,Found,1984,SE
"CM2",5.2,Found,1984,SE
"CM2",19.4,Found,1984,SE
"H5",6900.5,Found,1984,SE
"L6",2140.3,Found,1984,SE
"L6",368.2,Found,1984,SE
"L6",2002.5,Found,1984,SE
"H4",856.9,Found,1984,SE
"H5",338.9,Found,1984,SE
"L6",676.4,Found,1984,SE
"L6",958.2,Found,1984,SE
"L5",759.6,Found,1984,SE
"H5",1889.1,Found,1984,SE
"L6",1641.7,Found,1984,SE
"L6",355.8,Found,1984,SE
"H5",391.2,Found,1984,SE
"H5",1114.1,Found,1984,SE
"H5",1136.3,Found,1984,SE
"L6",3951.7,Found,1984,SE
"H6",797.7,Found,1984,SE
"L6",720.9,Found,1984,SE
"H5",630.6,Found,1984,SE
"H5",757.5,Found,1984,SE
"H5",788.6,Found,1984,SE
"H5",368.7,Found,1984,SE
"H5",276.4,Found,1984,SE
"H5",283.3,Found,1984,SE
"L6",749.6,Found,1984,SE
"L6",286.8,Found,1984,SE
"LL6",612.3,Found,1984,SE
"H6",556.6,Found,1984,SE
"H6",419.7,Found,1984,SE
"H4",331.8,Found,1984,SE
"H5",554.2,Found,1984,SE
"L3.8",234,Found,1984,SE
"L6",314.6,Found,1984,SE
"H5",297.5,Found,1984,SE
"H5",303.8,Found,1984,SE
"L6",201.8,Found,1984,SE
"H5",214.6,Found,1984,SE
"L6",213.9,Found,1984,SE
"H6",113.5,Found,1984,SE
"H5",207.6,Found,1984,SE
"L6",276.8,Found,1984,SE
"LL6(?)",293.6,Found,1984,SE
"L6",388.7,Found,1984,SE
"H5",260.5,Found,1984,SE
"H5",150.3,Found,1984,SE
"H5",110.3,Found,1984,SE
"H6",220.9,Found,1984,SE
"L6",213.9,Found,1984,SE
"H4",137.5,Found,1984,SE
"L6",201.1,Found,1984,SE
"H6",260.9,Found,1984,SE
"L6",94.7,Found,1984,SE
"LL6",134.1,Found,1984,SE
"H6",214.8,Found,1984,SE
"H6",245.9,Found,1984,SE
"H6",318.5,Found,1984,SE
"H5",131.5,Found,1984,SE
"L6",145.8,Found,1984,SE
"H6",212.1,Found,1984,SE
"H6",119.9,Found,1984,SE
"H6",194.5,Found,1984,SE
"LL6",56.2,Found,1984,SE
"H5",71.8,Found,1984,SE
"H6",113.7,Found,1984,SE
"LL6",33.8,Found,1984,SE
"L3.8",129,Found,1984,SE
"H5",141.4,Found,1984,SE
"LL6",81.4,Found,1984,SE
"LL6",96.6,Found,1984,SE
"H5",114.5,Found,1984,SE
"LL6",76.4,Found,1984,SE
"LL3.4",41.2,Found,1984,SE
"L6",83.8,Found,1984,SE
"H5",2.1,Found,1984,SE
"L6",37.6,Found,1984,SE
"L6",45.1,Found,1984,SE
"H5",107.9,Found,1984,SE
"L6",157.8,Found,1984,SE
"H5",70.5,Found,1984,SE
"L6",113.4,Found,1984,SE
"H5",31.3,Found,1984,SE
"Ureilite",83.5,Found,1984,SE
"H5",145.4,Found,1984,SE
"H5",20.2,Found,1984,SE
"H5",157.1,Found,1984,SE
"L6",164,Found,1984,SE
"L6",130.3,Found,1984,SE
"L6",78.5,Found,1984,SE
"L6",74.3,Found,1984,SE
"H5",53.9,Found,1984,SE
"H5",19.2,Found,1984,SE
"H5",33.2,Found,1984,SE
"H6",54.2,Found,1984,SE
"H5",168.4,Found,1984,SE
"H5",12,Found,1984,SE
"H6",20,Found,1984,SE
"H6",112.4,Found,1984,SE
"H5",6.4,Found,1984,SE
"H6",242.9,Found,1984,SE
"LL6",87.6,Found,1984,SE
"H5",113.9,Found,1984,SE
"H5",27.8,Found,1984,SE
"H5",88.6,Found,1984,SE
"H5",53.7,Found,1984,SE
"H6",100.8,Found,1984,SE
"L6",53.9,Found,1984,SE
"H5",82.9,Found,1984,SE
"H5",42.3,Found,1984,SE
"H5",134.9,Found,1984,SE
"L6",101.4,Found,1984,SE
"Iron- IIIAB",94.7,Found,1984,SE
"L6",39,Found,1984,SE
"H5",150.7,Found,1984,SE
"LL6",14.2,Found,1984,SE
"L6",98.4,Found,1984,SE
"EH3",39.2,Found,1984,SE
"H6",36.6,Found,1984,SE
"H5",3,Found,1984,SE
"L6",1.7,Found,1984,SE
"L6",32.2,Found,1984,SE
"H5",35.4,Found,1984,SE
"H6",4.6,Found,1984,SE
"L5",7.3,Found,1984,SE
"H5",0.4,Found,1984,SE
"H5",46.5,Found,1984,SE
"H6",47.4,Found,1984,SE
"L6",32.9,Found,1984,SE
"L6",14.2,Found,1984,SE
"H5",27.8,Found,1984,SE
"H5",42.1,Found,1984,SE
"H5",4.8,Found,1984,SE
"H6",19.6,Found,1984,SE
"H6",25.9,Found,1984,SE
"EH3",3.1,Found,1984,SE
"H6",8.7,Found,1984,SE
"Acapulcoite",7.9,Found,1984,SE
"CM2",14,Found,1984,SE
"H5",4.2,Found,1984,SE
"L6",9.4,Found,1984,SE
"H5",3.9,Found,1984,SE
"L4",2.1,Found,1984,SE
"H5",10.2,Found,1984,SE
"L6",8.2,Found,1984,SE
"LL6",5.4,Found,1984,SE
"H5",27.1,Found,1984,SE
"EH3",8.5,Found,1984,SE
"H5",6.3,Found,1984,SE
"H5",87.5,Found,1984,SE
"L6",8.8,Found,1984,SE
"H6",24.4,Found,1984,SE
"L3.9",25.2,Found,1984,SE
"EH3",15.1,Found,1984,SE
"L6",4.5,Found,1984,SE
"H6",20.9,Found,1984,SE
"L5",5.5,Found,1984,SE
"L6",8.8,Found,1984,SE
"H6",49.2,Found,1984,SE
"L6",7.1,Found,1984,SE
"H5",6.7,Found,1984,SE
"H6",4.9,Found,1984,SE
"H6",9.2,Found,1984,SE
"H5",5.5,Found,1984,SE
"H5",2.7,Found,1984,SE
"L6",33,Found,1984,SE
"L6",9.8,Found,1984,SE
"EH3",8.4,Found,1984,SE
"H5",16.4,Found,1984,SE
"H5",9.9,Found,1984,SE
"H5",10.6,Found,1984,SE
"H6",7.2,Found,1984,SE
"H5",8.7,Found,1984,SE
