@RELATION meteorite_landings_test

@ATTRIBUTE recclass {"Acapulcoite","Acapulcoite/Lodranite","Acapulcoite/lodranite","Achondrite-prim","Achondrite-ung","Angrite","Aubrite","Aubrite-an","Brachinite","C","C1/2-ung","C2","C2-ung","C3-ung","C3.0-ung","C4","C4-ung","C4/5","C5/6-ung","C6","CB","CBa","CBb","CH/CBb","CH3","CI1","CK","CK3","CK3-an","CK4","CK4-an","CK4/5","CK5","CK5/6","CK6","CM","CM-an","CM1","CM1/2","CM2","CO3","CO3.0","CO3.1","CO3.2","CO3.3","CO3.4","CO3.5","CO3.6","CO3.7","CO3.8","CR","CR-an","CR1","CR2","CR2-an","CR7","CV2","CV3","CV3-an","Chondrite-fusion crust","Chondrite-ung","Diogenite","Diogenite-an","Diogenite-olivine","Diogenite-pm","E","E-an","E3","E3-an","E4","E5","E5-an","E6","EH","EH-imp melt","EH3","EH3/4-an","EH4","EH4/5","EH5","EH6","EH6-an","EH7","EH7-an","EL-melt rock","EL3","EL4","EL4/5","EL5","EL6","EL6/7","EL7","Enst achon-ung","Eucrite","Eucrite-Mg rich","Eucrite-an","Eucrite-br","Eucrite-cm","Eucrite-mmict","Eucrite-pmict","Eucrite-unbr","Fusion crust","H","H(5?)","H(?)4","H(L)3","H(L)3-an","H-an","H-imp melt","H-melt breccia","H-melt rock","H-metal","H/L3","H/L3.5","H/L3.6","H/L3.9","H/L4","H/L4-5","H/L5","H/L6","H/L~4","H3 ","H3","H3-4","H3-5","H3-6","H3-an","H3.0","H3.0-3.4","H3.05","H3.1","H3.10","H3.2","H3.2-3.7","H3.2-6","H3.2-an","H3.3","H3.4","H3.4-5","H3.4/3.5","H3.5","H3.5-4","H3.6","H3.6-6","H3.7","H3.7-5","H3.7-6","H3.7/3.8","H3.8","H3.8-4","H3.8-5","H3.8-6","H3.8-an","H3.8/3.9","H3.8/4","H3.9","H3.9-5","H3.9-6","H3.9/4","H3/4","H4 ","H4","H4(?)","H4-5","H4-6","H4-an","H4-melt breccia","H4/5","H4/6","H5 ","H5","H5-6","H5-7","H5-an","H5-melt breccia","H5/6","H6 ","H6","H6-melt breccia","H7","H?","Howardite","Howardite-an","H~4","H~4/5","H~5","H~6","Iron","Iron- IAB complex","Iron- IAB-MG","Iron- IAB-an","Iron- IAB-sHH","Iron- IAB-sHL","Iron- IAB-sHL-an","Iron- IAB-sLH","Iron- IAB-sLL","Iron- IAB-sLM","Iron- IAB-ung","Iron- IAB?","Iron- IC","Iron- IC-an","Iron- IIAB","Iron- IIAB-an","Iron- IIC","Iron- IID","Iron- IID-an","Iron- IIE","Iron- IIE-an","Iron- IIF","Iron- IIG","Iron- IIIAB","Iron- IIIAB-an","Iron- IIIAB?","Iron- IIIE","Iron- IIIE-an","Iron- IIIF","Iron- IVA","Iron- IVA-an","Iron- IVB","Iron- ungrouped","K","K3","L","L(?)3","L(LL)3","L(LL)3.05","L(LL)3.5-3.7","L(LL)5","L(LL)6","L-imp melt","L-melt breccia","L-melt rock","L-metal","L/LL","L/LL(?)3","L/LL3","L/LL3-5","L/LL3-6","L/LL3.10","L/LL3.2","L/LL3.4","L/LL3.6/3.7","L/LL4","L/LL4-6","L/LL4/5","L/LL5","L/LL5-6","L/LL5/6","L/LL6","L/LL6-an","L/LL~4","L/LL~5","L/LL~6","L3","L3-4","L3-5","L3-6","L3-melt breccia","L3.0","L3.0-3.7","L3.0-3.9","L3.00","L3.05","L3.1","L3.10","L3.2","L3.2-3.5","L3.2-3.6","L3.3","L3.3-3.5","L3.3-3.6","L3.3-3.7","L3.4","L3.4-3.7","L3.5","L3.5-3.7","L3.5-3.8","L3.5-3.9","L3.5-5","L3.6","L3.6-4","L3.7","L3.7-3.9","L3.7-4","L3.7-6","L3.7/3.8","L3.8","L3.8-6","L3.8-an","L3.9","L3.9-5","L3.9-6","L3.9/4","L3/4","L4 ","L4","L4-5","L4-6","L4-an","L4-melt breccia","L4/5","L5 ","L5","L5-6","L5-7","L5-melt breccia","L5/6","L6 ","L6","L6-melt breccia","L6/7","L7","LL","LL(L)3","LL-imp melt","LL-melt breccia","LL-melt rock","LL3","LL3-5","LL3-6","LL3.0","LL3.00","LL3.05","LL3.1","LL3.1-3.5","LL3.15","LL3.2","LL3.3","LL3.4","LL3.5","LL3.6","LL3.7","LL3.7-6","LL3.8","LL3.8-4","LL3.8-6","LL3.9","LL3.9/4","LL3/4","LL4","LL4-5","LL4-6","LL4/5","LL5","LL5-6","LL5-7","LL5/6","LL6 ","LL6","LL6(?)","LL6-an","LL6-melt breccia","LL7","LL7(?)","LL~3","LL~5","LL~6","Lodranite","Lodranite-an","Lunar (anorth)","Lunar (bas. breccia)","Lunar (bas/anor)","Lunar (basalt)","Lunar (feldsp. breccia)","Lunar (gabbro)","Lunar (norite)","Lunar","L~3","L~4","L~4-6","L~5","L~6","Martian (OPX)","Martian (basaltic breccia)","Martian (chassignite)","Martian (nakhlite)","Martian (shergottite)","Mesosiderite","Mesosiderite-A","Mesosiderite-A1","Mesosiderite-A2","Mesosiderite-A3","Mesosiderite-A3/4","Mesosiderite-A4","Mesosiderite-B","Mesosiderite-B1","Mesosiderite-B2","Mesosiderite-B4","Mesosiderite-C","Mesosiderite-C2","Mesosiderite-an","Mesosiderite?","OC","Pallasite","Pallasite- PES","Pallasite- PMG","Pallasite- PMG-an","Pallasite- ungrouped","Pallasite?","R","R3","R3-4","R3-5","R3-6","R3.5-4","R3.5-6","R3.6","R3.8","R3.8-5","R3.8-6","R3.9","R4","R5","R6","Relict OC","Relict iron","Stone-uncl","Stone-ung","Ureilite","Ureilite-an","Ureilite-pmict","Winonaite"}
@ATTRIBUTE mass numeric
@ATTRIBUTE fall {Fell,Found}
@ATTRIBUTE yearoflanding DATE yyyy
@ATTRIBUTE class {NE,NW,SE,SW}

@DATA
"H4",12.4,Found,1988,SE
"H4",13.3,Found,1988,SE
"H4",20.73,Found,1988,SE
"H6",15.64,Found,1988,SE
"L4",14.45,Found,1988,SE
"H6",10.61,Found,1988,SE
"L3",79.92,Found,1988,SE
"H4",33.04,Found,1988,SE
"LL3",274.09,Found,1988,SE
"LL6",37.12,Found,1988,SE
"H6",31.56,Found,1988,SE
"CH3",9.12,Found,1988,SE
"L6",31.08,Found,1988,SE
"H6",76.47,Found,1988,SE
"L3",102.13,Found,1988,SE
"L3",50.86,Found,1988,SE
"H4",99.82,Found,1988,SE
"L5",113.84,Found,1988,SE
"L6",56.61,Found,1988,SE
"H5",19.03,Found,1988,SE
"H4",11.63,Found,1988,SE
"H4",59.83,Found,1988,SE
"H4",13.07,Found,1988,SE
"L3",230.06,Found,1988,SE
"L6",201.05,Found,1988,SE
"H6",20.07,Found,1988,SE
"H4",32.97,Found,1988,SE
"L5",122.39,Found,1988,SE
"H4",45.54,Found,1988,SE
"H5",19.79,Found,1988,SE
"H6",13.46,Found,1988,SE
"L5",267.94,Found,1988,SE
"L4",947.84,Found,1988,SE
"H5",24.62,Found,1988,SE
"H6",29.42,Found,1988,SE
"CK6",33.27,Found,1988,SE
"H3",105.25,Found,1988,SE
"H3",26.96,Found,1988,SE
"LL6",50.08,Found,1988,SE
"H4",24.35,Found,1988,SE
"L6",69.93,Found,1988,SE
"H6",127.18,Found,1988,SE
"H6",44.9,Found,1988,SE
"L6",21.89,Found,1988,SE
"L6",32.06,Found,1988,SE
"L3",13.57,Found,1988,SE
"L6",530.84,Found,1988,SE
"H6",23.09,Found,1988,SE
"LL6",124.95,Found,1988,SE
"LL3",916.75,Found,1988,SE
"LL3",37.06,Found,1988,SE
"H6",28.48,Found,1988,SE
"H5",72.47,Found,1988,SE
"H6",115.54,Found,1988,SE
"Eucrite-mmict",166.55,Found,1988,SE
"L4",13.57,Found,1988,SE
"L3",25.24,Found,1988,SE
"H6",15.2,Found,1988,SE
"L6",11.94,Found,1988,SE
"H5",10.57,Found,1988,SE
"H4",180.08,Found,1988,SE
"L3",46.75,Found,1988,SE
"L6",16.94,Found,1988,SE
"Lunar (gabbro)",442.12,Found,1988,SE
"H4",42.47,Found,1988,SE
"LL3",14.25,Found,1988,SE
"H5",81.93,Found,1988,SE
"H6",32.7,Found,1988,SE
"L6",11.51,Found,1988,SE
"L6",30.99,Found,1988,SE
"H5",53.49,Found,1988,SE
"H4",17.96,Found,1988,SE
"H5",608.73,Found,1988,SE
"H4",524.99,Found,1988,SE
"L4",1079.28,Found,1988,SE
"L3",310,Found,1988,SE
"L6",51.95,Found,1988,SE
"H5",12.22,Found,1988,SE
"H4",450.61,Found,1988,SE
"H4",207.67,Found,1988,SE
"H4",474.75,Found,1988,SE
"H6",44.43,Found,1988,SE
"L6",55.24,Found,1988,SE
"H4",59.03,Found,1988,SE
"H4",100.53,Found,1988,SE
"H5",496.56,Found,1988,SE
"H4",20.69,Found,1988,SE
"H4",445.32,Found,1988,SE
"H4",8121,Found,1988,SE
"H6",52.66,Found,1988,SE
"H4",880.57,Found,1988,SE
"H4",272.39,Found,1988,SE
"L6",964.65,Found,1988,SE
"H4",448.78,Found,1988,SE
"H4",32.57,Found,1988,SE
"H4",76.37,Found,1988,SE
"H4",410.04,Found,1988,SE
"H4",768.89,Found,1988,SE
"H4",820.52,Found,1988,SE
"H4",360.97,Found,1988,SE
"H4",373.68,Found,1988,SE
"LL6",138.69,Found,1988,SE
"LL4",31.21,Found,1988,SE
"H6",45.29,Found,1988,SE
"H6",32.022,Found,1988,SE
"L6",23.74,Found,1988,SE
"L6",27.64,Found,1988,SE
"L6",794.29,Found,1988,SE
"H6",336.48,Found,1988,SE
"LL3",154.76,Found,1988,SE
"LL3",182.13,Found,1988,SE
"H3",641,Found,1988,SE
"LL3",36.11,Found,1988,SE
"H4",156.77,Found,1988,SE
"L6",296.96,Found,1988,SE
"LL4",1688.57,Found,1988,SE
"H4",58.86,Found,1988,SE
"H4",108.62,Found,1988,SE
"H5",156.56,Found,1988,SE
"Eucrite",649.23,Found,1988,SE
"Eucrite-pmict",761.68,Found,1988,SE
"Eucrite-pmict",456.69,Found,1988,SE
"E6",32.84,Found,1988,SE
"H5",520.52,Found,1988,SE
"H6",97.08,Found,1988,SE
"H6",224.08,Found,1988,SE
"LL6",3078.02,Found,1988,SE
"L6",264.83,Found,1988,SE
"L6",76.86,Found,1988,SE
"H5",210.06,Found,1988,SE
"LL4",218.3,Found,1988,SE
"LL3",55.57,Found,1988,SE
"Diogenite",80.36,Found,1988,SE
"Diogenite",39.62,Found,1988,SE
"LL3",58.87,Found,1988,SE
"L4",51.53,Found,1988,SE
"H5",130.71,Found,1988,SE
"LL4",40.76,Found,1988,SE
"H5",13.23,Found,1988,SE
"H4",1279.71,Found,1988,SE
"LL6",52.54,Found,1988,SE
"L6",1024.01,Found,1988,SE
"L4",35.12,Found,1988,SE
"H4",14.75,Found,1988,SE
"H5",118.87,Found,1988,SE
"L6",171.3,Found,1988,SE
"H4",1343.04,Found,1988,SE
"L4",571.61,Found,1988,SE
"LL5",1182.89,Found,1988,SE
"H6",20.56,Found,1988,SE
"H5",64.04,Found,1988,SE
"LL4",248.62,Found,1988,SE
"L6",317.16,Found,1988,SE
"L6",178.87,Found,1988,SE
"H4",86.7,Found,1988,SE
"L6",27.58,Found,1988,SE
"LL4",19.62,Found,1988,SE
"LL3",82.33,Found,1988,SE
"L6",44.28,Found,1988,SE
"H5",177.22,Found,1988,SE
"LL6",216.37,Found,1988,SE
"LL4",116.48,Found,1988,SE
"H4",113.37,Found,1988,SE
"LL3",81.9,Found,1988,SE
"LL3",83.28,Found,1988,SE
"LL3",87.49,Found,1988,SE
"H3",32.48,Found,1988,SE
"LL3",212.66,Found,1988,SE
"L4",2569,Found,1988,SE
"H4",72.03,Found,1988,SE
"H4",19.27,Found,1988,SE
"H4",32.59,Found,1988,SE
"H4",51.3,Found,1988,SE
"H5",148.58,Found,1988,SE
"L6",40.81,Found,1988,SE
"LL3",137.08,Found,1988,SE
"LL6",2095,Found,1988,SE
"H4",365.95,Found,1988,SE
"H6",897.06,Found,1988,SE
"H5",174.58,Found,1988,SE
"H5",25.74,Found,1988,SE
"H6",87.58,Found,1988,SE
"L6",10.23,Found,1988,SE
"L6",558.594,Found,1988,SE
"L6",241.66,Found,1988,SE
"LL3",6567,Found,1988,SE
"LL6",957.99,Found,1988,SE
"L6",103.46,Found,1988,SE
"Acapulcoite",907.87,Found,1988,SE
"L6",274.2,Found,1988,SE
"L6",84.79,Found,1988,SE
"L6",23.77,Found,1988,SE
"LL4",202.53,Found,1988,SE
"H4",67.65,Found,1988,SE
"H5",144.37,Found,1988,SE
"LL4",601.44,Found,1988,SE
"LL3",332.82,Found,1988,SE
"LL3",1625,Found,1988,SE
"H4",62.5,Found,1988,SE
"L3",111.18,Found,1988,SE
"H4",69.16,Found,1988,SE
"LL3",306.84,Found,1988,SE
"L3",832.92,Found,1988,SE
"L5",31.37,Found,1988,SE
"H4",55.38,Found,1988,SE
"H6",42.11,Found,1988,SE
"LL3",100.05,Found,1988,SE
"L6",170.4,Found,1988,SE
"H4",84.03,Found,1988,SE
"H6",11.84,Found,1988,SE
"H5",59.8,Found,1988,SE
"H5",190.85,Found,1988,SE
"EL6",19.22,Found,1988,SE
"Ureilite",153.62,Found,1988,SE
"L6",58.24,Found,1988,SE
"H6",41.69,Found,1988,SE
"H5",92.26,Found,1988,SE
"L6",69.96,Found,1988,SE
"H5",486.93,Found,1988,SE
"L6",104.65,Found,1988,SE
"H4",71.8,Found,1988,SE
"H5",32.4,Found,1988,SE
"H4",264.58,Found,1988,SE
"H3",92.31,Found,1988,SE
"H3",66.13,Found,1988,SE
"Diogenite",79.66,Found,1988,SE
"H5",64.29,Found,1988,SE
"H5",528.12,Found,1988,SE
"L5",141.25,Found,1988,SE
"CK4",23.88,Found,1988,SE
"H4",11.62,Found,1988,SE
"L6",28.54,Found,1988,SE
"CM2",40,Found,1988,SE
"H4",26.54,Found,1988,SE
"H4",49.03,Found,1988,SE
"H5",154.06,Found,1988,SE
"H6",30.24,Found,1988,SE
"L3",89.3,Found,1988,SE
"H4",24.95,Found,1988,SE
"H6",58.77,Found,1988,SE
"L5",26.33,Found,1988,SE
"H4",10.1,Found,1988,SE
"H4",62.25,Found,1988,SE
"L3",263.57,Found,1988,SE
"H5",26.04,Found,1988,SE
"H4",307,Found,1988,SE
"L6",33.91,Found,1988,SE
"L3",393.47,Found,1988,SE
"H4",18.86,Found,1988,SE
"L6",957.42,Found,1988,SE
"L5",38.72,Found,1988,SE
"H4",3327,Found,1988,SE
"L6",1650.55,Found,1988,SE
"L6",731.29,Found,1988,SE
"H4",400.9,Found,1988,SE
"LL3",810.36,Found,1988,SE
"H4",120.3,Found,1988,SE
"H6",7.95,Found,1988,SE
"L6",35.73,Found,1988,SE
"H5",16.54,Found,1988,SE
"L6",10147,Found,1988,SE
"H5",89.02,Found,1988,SE
"R4",171.9,Found,1988,SE
"Ureilite",38.62,Found,1988,SE
"H4",123.43,Found,1988,SE
"L6",1071.19,Found,1988,SE
"L6",144.89,Found,1988,SE
"LL6",14.87,Found,1988,SE
"L6",92.7,Found,1988,SE
"L6",36.46,Found,1988,SE
"LL3",152.48,Found,1988,SE
"H4",33.47,Found,1988,SE
"H4",201.75,Found,1988,SE
"L6",305.31,Found,1988,SE
"H4",851.63,Found,1988,SE
"L6",639.33,Found,1988,SE
"L6",562,Found,2010,NE
"H6",81,Found,2010,NE
"H5",1540,Found,2010,NE
"L3",211,Found,2010,NE
"H6",75,Found,2010,NE
"L6",461,Found,2010,NE
"H6",67.3,Found,2000,NE
"L6",168,Found,2010,NE
"H5",238,Found,2010,NE
"H5",25000,Found,2010,NE
"H6",536,Found,2010,NE
"H4",1768,Found,2010,NE
"L5",263,Found,2011,NE
"H3",1050,Found,2011,NE
"H6",453,Found,2011,NE
"L6",1140,Found,2011,NE
"H6",482,Found,2011,NE
"H6",293.1,Found,2000,NE
"H6",1763,Found,2011,NE
"H5",2222,Found,2011,NE
"L6",782,Found,2011,NE
"L3",7700,Found,2011,NE
"H6",312.9,Found,2000,NE
"H6",173,Found,2000,NE
"LL7",21.5,Found,2011,NE
"Howardite",580,Found,2001,NE
"H4",312,Found,2000,NE
"H6",21.5,Found,2000,NE
"L6",233.9,Found,2000,NE
"H5",193.3,Found,2000,NE
"H5",271.5,Found,2000,NE
"H5",238.9,Found,2000,NE
"Eucrite-mmict",255.1,Found,2000,NE
"L5",1606.3,Found,2000,NE
"L6",66.6,Found,2000,NE
"L6",516.2,Found,2000,NE
"L6",146,Found,2000,NE
"L5",3049.2,Found,2000,NE
"H4",234,Found,2000,NE
"H3.8",120,Found,2000,NE
"H4",90,Found,2000,NE
"H4",226,Found,2000,NE
"H4",4779,Found,1999,NE
"H4",582,Found,2000,NE
"H4",134,Found,2000,NE
"H3-5",2384,Found,1999,NE
"L6",584,Found,1999,NE
"H4",174.5,Found,1999,NE
"L5",828,Found,1999,NE
"H4",160,Found,1999,NE
"H4",1816,Found,2000,NE
"L5",139,Found,1999,NE
"H4-5",1178.1,Found,2000,NE
"H4",274,Found,2000,NE
"L6",41.4,Found,2000,NE
"H4-5",20,Found,2000,NE
"L3.7",190,Found,2000,NE
"H3.4/3.5",499.5,Found,1999,NE
"H3.9",12,Found,2000,NE
"H4",111,Found,2001,NE
"L4",272,Found,2000,NE
"H4",255,Found,2001,NE
"H3.9",1456,Found,2000,NE
"H5",256,Found,2000,NE
"H6",11,Found,2001,NE
"H4",86,Found,2001,NE
"L6",70,Found,2001,NE
"L6",602,Found,2000,NE
"H4",570,Found,2001,NE
"H5",99,Found,2001,NE
"H4",132,Found,2001,NE
"L5",3536,Found,2000,NE
"L5",5680,Found,2000,NE
"H4",1708,Found,2000,NE
"H4",14974,Found,2001,NE
"CM-an",90,Found,2001,NE
"H6",62,Found,2001,NE
"L6",50,Found,2001,NE
"L6",3452,Found,2001,NE
"H6",716,Found,2000,NE
"H4",144,Found,2001,NE
"H4",1780,Found,2001,NE
"LL6",128,Found,2000,NE
"L6",93,Found,2000,NE
"H6",98,Found,2000,NE
"LL5",394,Found,2000,NE
"L4",320,Found,2000,NE
"H5",206,Found,2000,NE
"H4",4950,Found,2000,NE
"L5",82.6,Found,2001,NE
"H5/6",451.8,Found,2001,NE
"H5",58.4,Found,2001,NE
"H6",185.3,Found,2001,NE
"H5",178.3,Found,2001,NE
"L6",1074.6,Found,2001,NE
"H5",50,Found,2001,NE
"H6",97.8,Found,2001,NE
"LL6",38.3,Found,2001,NE
"H6",36.6,Found,2001,NE
"L6",585.7,Found,2001,NE
"L6",12.7,Found,2001,NE
"H3",64.3,Found,2001,NE
"H4/5",413,Found,2001,NE
"L6",191.8,Found,2001,NE
"H6",11.3,Found,2001,NE
"H6",1465.4,Found,2001,NE
"H6",2520.1,Found,2001,NE
"H5",110.2,Found,2001,NE
"L6",48.6,Found,2001,NE
"L6",6574.4,Found,2001,NE
"H4/5",787.5,Found,2001,NE
"H6",291.8,Found,2001,NE
"LL6",1698.1,Found,2001,NE
"L6",474.4,Found,2001,NE
"L4",324.3,Found,2001,NE
"H5",85.6,Found,2001,NE
"H5",1910,Found,2000,NE
"H4",124,Found,2000,NE
"H5",2006,Found,2000,NE
"LL5-6",50,Found,2001,NE
"H4",1335,Found,2000,NE
"L5",2073,Found,2001,NE
"L5",2085,Found,2001,NE
"L6",2475,Found,2001,NE
"Eucrite",353,Found,2001,NE
"H5",7285,Found,2001,NE
"L6",1930,Found,2001,NE
"L6",1666,Found,2001,NE
"L6",1932,Found,2001,NE
"Lunar (anorth)",251.2,Found,2001,NE
"L3.8",4936,Found,2001,NE
"L6",928,Found,2001,NE
"H6",1788,Found,2001,NE
"L6",1337,Found,2001,NE
"Eucrite-pmict",216,Found,2001,NE
"L6",1453,Found,2001,NE
"Lunar (basalt)",154,Found,2001,NE
"L6",996,Found,2001,NE
"H6",1180,Found,2001,NE
"Acapulcoite",62,Found,2001,NE
"L5",1164,Found,2000,NE
"H6",804,Found,2000,NE
"L5",2366,Found,2001,NE
"H3.9",5988,Found,2001,NE
"Ureilite",48,Found,2002,NE
"L5",1412,Found,2000,NE
"L6",698,Found,2001,NE
"H6",677,Found,2001,NE
"L3.9",410,Found,2001,NE
"Eucrite",624,Found,2001,NE
"Lunar (anorth)",9,Found,2001,NE
"Lunar (anorth)",3.83,Found,2001,NE
"Lunar (anorth)",4.15,Found,2001,NE
"Lunar (anorth)",10,Found,2001,NE
"Lunar (anorth)",34.11,Found,2001,NE
"Lunar (anorth)",12.86,Found,2001,NE
"Lunar (anorth)",50,Found,2001,NE
"Lunar (anorth)",2,Found,2001,NE
"Lunar (anorth)",81.3,Found,2002,NE
"Lunar (anorth)",10.8,Found,2002,NE
"Lunar (anorth)",4,Found,2001,NE
"Acapulcoite",354,Found,2001,NE
"H5",200,Found,2001,NE
"L6",501,Found,2001,NE
"H5",411.25,Found,2001,NE
"L6",3215,Found,2001,NE
"L5",2897,Found,2001,NE
"L6",522,Found,2001,NE
"H5",416,Found,2000,NE
"L6",413,Found,2001,NE
"H4",594,Found,2001,NE
"H5",658,Found,2000,NE
"H5",688,Found,2001,NE
"H6",448,Found,2001,NE
"L3.5",584,Found,2001,NE
"H5",618,Found,2000,NE
"L6",421,Found,2001,NE
"LL5",536,Found,2000,NE
"H6",475,Found,2000,NE
"L4",156,Found,2002,NE
"H5",946,Found,2000,NE
"H5",794,Found,2000,NE
"L6",410,Found,2000,NE
"H3.9",973,Found,2000,NE
"L6",555,Found,2000,NE
"L6",468,Found,2001,NE
"L5",580,Found,2001,NE
"H4",1140,Found,2001,NE
"L6",94,Found,2001,NE
"L4",236,Found,2000,NE
"H5",116,Found,2000,NE
"H5",58,Found,2001,NE
"H5",62,Found,2001,NE
"H5",76,Found,2001,NE
"H4",31,Found,2000,NE
"H5",1345,Found,2001,NE
"L6",62,Found,2001,NE
"L5",419,Found,2001,NE
"L6",412,Found,2001,NE
"H5",112,Found,2001,NE
"L6",258,Found,2000,NE
"L6",207,Found,2000,NE
"H5/6",666,Found,2000,NE
"H6",810,Found,2000,NE
"H6",641,Found,2000,NE
"H6",1372,Found,2000,NE
"H6",308,Found,2000,NE
"H6",185,Found,2000,NE
"H5-6",569,Found,2000,NE
"LL3-6",15300,Found,2000,NE
"H3",1715,Found,2000,NE
"H5",615,Found,2000,NE
"H3",307,Found,2000,NE
"H5",4623,Found,2000,NE
"H4",450,Found,2000,NE
"L6",147,Found,2000,NE
"H6",105.3,Found,2000,NE
"L4",269,Found,2000,NE
"L6",336,Found,2000,NE
"H4",852,Found,2000,NE
"H5",246,Found,2000,NE
"H6",383,Found,2000,NE
"H6",424,Found,2000,NE
"LL4-6",6933,Found,2000,NE
"L6",370,Found,2000,NE
"H6",92.6,Found,2000,NE
"Martian (shergottite)",15,Found,2000,NE
"L6",25000,Found,2000,NE
"H5",111,Found,2001,NE
"H5",680,Found,2001,NE
"H5/6",151,Found,2001,NE
"H5",139,Found,2001,NE
"H5",49,Found,2001,NE
"H5",480,Found,2001,NE
"H5/6",138,Found,2001,NE
"L6",491,Found,2001,NE
"H5",126,Found,2001,NE
"H5",160,Found,2001,NE
"L5/6",54,Found,2001,NE
"H5/6",284,Found,2001,NE
"H5/6",131,Found,2001,NE
"H5",5000,Found,2001,NE
"H5",1057,Found,2001,NE
"H6",1168,Found,2001,NE
"H5",1033,Found,2001,NE
"H5",1176,Found,2001,NE
"H5/6",574,Found,2001,NE
"L6",283,Found,2001,NE
"L5",492,Found,2001,NE
"L5/6",1304,Found,2001,NE
"H6",140,Found,2001,NE
"L5/6",409,Found,2001,NE
"H5",594,Found,2001,NE
"H5",8000,Found,2001,NE
"L5",403,Found,2001,NE
"L6",2355,Found,2001,NE
"H5",162,Found,2001,NE
"H5/6",620,Found,2001,NE
"H6",478,Found,2001,NE
"L6",5156,Found,2001,NE
"L/LL3",281,Found,2001,NE
"H4/5",161,Found,2001,NE
"H6",958,Found,2001,NE
"H6",68,Found,2001,NE
"L5/6",966,Found,2001,NE
"LL5",337,Found,2001,NE
"H6",90,Found,2001,NE
"H4/5",362,Found,2001,NE
"L6",67,Found,2001,NE
"L5",248,Found,2001,NE
"L6",196,Found,2001,NE
"H/L5",526,Found,2001,NE
"H4",189,Found,2001,NE
"L5/6",182,Found,2001,NE
"H5",446,Found,2001,NE
"L5/6",986,Found,2001,NE
"H5/6",615,Found,2001,NE
"H6",169,Found,2001,NE
"H6",6800,Found,2001,NE
"H5",209,Found,2001,NE
"H5/6",446,Found,2001,NE
"L6",566,Found,2001,NE
"H5/6",536,Found,2001,NE
"H5/6",108,Found,2001,NE
"H5",395,Found,2001,NE
"L6",1469,Found,2001,NE
"L6",240,Found,2001,NE
"L5",12400,Found,2001,NE
"L6",391,Found,2001,NE
"L6",74,Found,2001,NE
"L6",104,Found,2001,NE
"L6",745,Found,2001,NE
"L(LL)3",43,Found,2001,NE
"H6",482,Found,2001,NE
"H5",80,Found,2001,NE
"Howardite",63,Found,2001,NE
"Lunar (anorth)",99.5,Found,2001,NE
"Lunar (anorth)",36.7,Found,2001,NE
"Lunar (anorth)",31.5,Found,2001,NE
"Lunar (anorth)",73.1,Found,2001,NE
"Lunar (anorth)",33.7,Found,2001,NE
"Lunar (anorth)",44.7,Found,2001,NE
"Lunar (anorth)",24.3,Found,2001,NE
"Lunar (anorth)",22.3,Found,2001,NE
"Lunar (anorth)",70.7,Found,2001,NE
"Lunar (anorth)",69.2,Found,2001,NE
"Lunar (anorth)",36.2,Found,2001,NE
"Lunar (anorth)",18.9,Found,2001,NE
"H3-4",309,Found,2001,NE
"H4",1280,Found,2001,NE
"L6",158,Found,2001,NE
"LL3",57.1,Found,2001,NE
"L6",145,Found,2001,NE
"H3",747,Found,2001,NE
"L6",550,Found,2001,NE
"L6",160,Found,2001,NE
"L6",3796,Found,2001,NE
"H5/6",2683,Found,2001,NE
"H6",2512,Found,2001,NE
"Eucrite",101,Found,2001,NE
"H5",120,Found,2001,NE
"LL5",380,Found,2001,NE
"H3",817,Found,2001,NE
"H3/4",383,Found,2001,NE
"Howardite",1558,Found,2001,NE
"H5",855,Found,2001,NE
"H4",3549,Found,2001,NE
"H6",652,Found,2001,NE
"Lunar (anorth)",34.4,Found,2001,NE
"Lunar (anorth)",34.05,Found,2001,NE
"H(5?)",310,Found,2001,NE
"H",281,Found,2001,NE
"LL4",32,Found,2001,NE
"H5",31,Found,2001,NE
"H4",3184,Found,2001,NE
"L4",354,Found,2000,NE
"L4",710,Found,2000,NE
"H5",476,Found,2000,NE
"L6",87,Found,2001,NE
"Achondrite-ung",116,Found,2000,NE
"H4",104,Found,2000,NE
"H5",240,Found,2000,NE
"H3.9",320,Found,2000,NE
"H4",331,Found,2000,NE
"L5",375,Found,2000,NE
"H4",340,Found,2000,NE
"H5",288,Found,2000,NE
"L6",270,Found,2000,NE
"L6",238,Found,2000,NE
"H4",186,Found,2000,NE
"H4",52,Found,2000,NE
"L5",263.5,Found,2000,NE
"H5",434,Found,2000,NE
"L5",160,Found,2000,NE
"H5",315,Found,2000,NE
"LL6",145,Found,2000,NE
"L6",260,Found,2000,NE
"H6",247,Found,2000,NE
"H6",98,Found,2000,NE
"H5",48,Found,2000,NE
"L4",386,Found,2000,NE
"H4",186,Found,2000,NE
"H4",74,Found,2000,NE
"L5",204,Found,2000,NE
"L5",50,Found,2000,NE
"L6",346,Found,2000,NE
"H4",172,Found,2001,NE
"L5",374,Found,2001,NE
"H5",368,Found,2001,NE
"L4",240,Found,2001,NE
"L6",258,Found,2001,NE
"H5",86,Found,2001,NE
"L6",308,Found,2000,NE
"H5",173,Found,2001,NE
"Chondrite-ung",204,Found,2000,NE
"H5",5,Found,2001,NE
"H5",14,Found,2001,NE
"L5",230,Found,2002,NE
"H5",102,Found,2001,NE
