@RELATION meteorite_landings

@ATTRIBUTE recclass {"Acapulcoite","Acapulcoite/Lodranite","Acapulcoite/lodranite","Achondrite-prim","Achondrite-ung","Angrite","Aubrite","Aubrite-an","Brachinite","C","C1/2-ung","C2","C2-ung","C3-ung","C3.0-ung","C4","C4-ung","C4/5","C5/6-ung","C6","CB","CBa","CBb","CH/CBb","CH3","CI1","CK","CK3","CK3-an","CK4","CK4-an","CK4/5","CK5","CK5/6","CK6","CM","CM-an","CM1","CM1/2","CM2","CO3","CO3.0","CO3.1","CO3.2","CO3.3","CO3.4","CO3.5","CO3.6","CO3.7","CO3.8","CR","CR-an","CR1","CR2","CR2-an","CR7","CV2","CV3","CV3-an","Chondrite-fusion crust","Chondrite-ung","Diogenite","Diogenite-an","Diogenite-olivine","Diogenite-pm","E","E-an","E3","E3-an","E4","E5","E5-an","E6","EH","EH-imp melt","EH3","EH3/4-an","EH4","EH4/5","EH5","EH6","EH6-an","EH7","EH7-an","EL-melt rock","EL3","EL4","EL4/5","EL5","EL6","EL6/7","EL7","Enst achon-ung","Eucrite","Eucrite-Mg rich","Eucrite-an","Eucrite-br","Eucrite-cm","Eucrite-mmict","Eucrite-pmict","Eucrite-unbr","Fusion crust","H","H(5?)","H(?)4","H(L)3","H(L)3-an","H-an","H-imp melt","H-melt breccia","H-melt rock","H-metal","H/L3","H/L3.5","H/L3.6","H/L3.9","H/L4","H/L4-5","H/L5","H/L6","H/L~4","H3 ","H3","H3-4","H3-5","H3-6","H3-an","H3.0","H3.0-3.4","H3.05","H3.1","H3.10","H3.2","H3.2-3.7","H3.2-6","H3.2-an","H3.3","H3.4","H3.4-5","H3.4/3.5","H3.5","H3.5-4","H3.6","H3.6-6","H3.7","H3.7-5","H3.7-6","H3.7/3.8","H3.8","H3.8-4","H3.8-5","H3.8-6","H3.8-an","H3.8/3.9","H3.8/4","H3.9","H3.9-5","H3.9-6","H3.9/4","H3/4","H4 ","H4","H4(?)","H4-5","H4-6","H4-an","H4-melt breccia","H4/5","H4/6","H5 ","H5","H5-6","H5-7","H5-an","H5-melt breccia","H5/6","H6 ","H6","H6-melt breccia","H7","H?","Howardite","Howardite-an","H~4","H~4/5","H~5","H~6","Iron","Iron- IAB complex","Iron- IAB-MG","Iron- IAB-an","Iron- IAB-sHH","Iron- IAB-sHL","Iron- IAB-sHL-an","Iron- IAB-sLH","Iron- IAB-sLL","Iron- IAB-sLM","Iron- IAB-ung","Iron- IAB?","Iron- IC","Iron- IC-an","Iron- IIAB","Iron- IIAB-an","Iron- IIC","Iron- IID","Iron- IID-an","Iron- IIE","Iron- IIE-an","Iron- IIF","Iron- IIG","Iron- IIIAB","Iron- IIIAB-an","Iron- IIIAB?","Iron- IIIE","Iron- IIIE-an","Iron- IIIF","Iron- IVA","Iron- IVA-an","Iron- IVB","Iron- ungrouped","K","K3","L","L(?)3","L(LL)3","L(LL)3.05","L(LL)3.5-3.7","L(LL)5","L(LL)6","L-imp melt","L-melt breccia","L-melt rock","L-metal","L/LL","L/LL(?)3","L/LL3","L/LL3-5","L/LL3-6","L/LL3.10","L/LL3.2","L/LL3.4","L/LL3.6/3.7","L/LL4","L/LL4-6","L/LL4/5","L/LL5","L/LL5-6","L/LL5/6","L/LL6","L/LL6-an","L/LL~4","L/LL~5","L/LL~6","L3","L3-4","L3-5","L3-6","L3-melt breccia","L3.0","L3.0-3.7","L3.0-3.9","L3.00","L3.05","L3.1","L3.10","L3.2","L3.2-3.5","L3.2-3.6","L3.3","L3.3-3.5","L3.3-3.6","L3.3-3.7","L3.4","L3.4-3.7","L3.5","L3.5-3.7","L3.5-3.8","L3.5-3.9","L3.5-5","L3.6","L3.6-4","L3.7","L3.7-3.9","L3.7-4","L3.7-6","L3.7/3.8","L3.8","L3.8-6","L3.8-an","L3.9","L3.9-5","L3.9-6","L3.9/4","L3/4","L4 ","L4","L4-5","L4-6","L4-an","L4-melt breccia","L4/5","L5 ","L5","L5-6","L5-7","L5-melt breccia","L5/6","L6 ","L6","L6-melt breccia","L6/7","L7","LL","LL(L)3","LL-imp melt","LL-melt breccia","LL-melt rock","LL3","LL3-5","LL3-6","LL3.0","LL3.00","LL3.05","LL3.1","LL3.1-3.5","LL3.15","LL3.2","LL3.3","LL3.4","LL3.5","LL3.6","LL3.7","LL3.7-6","LL3.8","LL3.8-4","LL3.8-6","LL3.9","LL3.9/4","LL3/4","LL4","LL4-5","LL4-6","LL4/5","LL5","LL5-6","LL5-7","LL5/6","LL6 ","LL6","LL6(?)","LL6-an","LL6-melt breccia","LL7","LL7(?)","LL~3","LL~5","LL~6","Lodranite","Lodranite-an","Lunar (anorth)","Lunar (bas. breccia)","Lunar (bas/anor)","Lunar (basalt)","Lunar (feldsp. breccia)","Lunar (gabbro)","Lunar (norite)","Lunar","L~3","L~4","L~4-6","L~5","L~6","Martian (OPX)","Martian (basaltic breccia)","Martian (chassignite)","Martian (nakhlite)","Martian (shergottite)","Mesosiderite","Mesosiderite-A","Mesosiderite-A1","Mesosiderite-A2","Mesosiderite-A3","Mesosiderite-A3/4","Mesosiderite-A4","Mesosiderite-B","Mesosiderite-B1","Mesosiderite-B2","Mesosiderite-B4","Mesosiderite-C","Mesosiderite-C2","Mesosiderite-an","Mesosiderite?","OC","Pallasite","Pallasite- PES","Pallasite- PMG","Pallasite- PMG-an","Pallasite- ungrouped","Pallasite?","R","R3","R3-4","R3-5","R3-6","R3.5-4","R3.5-6","R3.6","R3.8","R3.8-5","R3.8-6","R3.9","R4","R5","R6","Relict OC","Relict iron","Stone-uncl","Stone-ung","Ureilite","Ureilite-an","Ureilite-pmict","Winonaite"}
@ATTRIBUTE mass numeric
@ATTRIBUTE fall {Fell,Found}
@ATTRIBUTE yearoflanding numeric
@ATTRIBUTE class {NE,NW,SE,SW}

@DATA
"H6",3.1,Found,1988,SE
"L6",3.6,Found,1988,SE
"H5",18.8,Found,1988,SE
"Brachinite",4.1,Found,1988,SE
"H5",9,Found,1988,SE
"H5",4.2,Found,1988,SE
"L6",8.4,Found,1988,SE
"H5",16.3,Found,1988,SE
"H6",11.6,Found,1988,SE
"L6",4.8,Found,1988,SE
"L5",16.4,Found,1988,SE
"L6",3.9,Found,1988,SE
"Ureilite",7.4,Found,1988,SE
"L6",14.1,Found,1988,SE
"Ureilite-an",3.1,Found,1988,SE
"H4",44.3,Found,1988,SE
"H4",39.2,Found,1988,SE
"H4",10.7,Found,1988,SE
"L6",10.1,Found,1988,SE
"LL5",6.8,Found,1988,SE
"L6",57.5,Found,1988,SE
"L6",4,Found,1988,SE
"LL3.6",9.8,Found,1988,SE
"H6",2.6,Found,1988,SE
"L6",11.9,Found,1988,SE
"LL6",2.7,Found,1988,SE
"CM2",294.7,Found,1990,SE
"L5",285.9,Found,1993,SE
"H5",226.5,Found,1993,SE
"H5",116.6,Found,1993,SE
"L6",3.5,Found,1993,SE
"L6",80.8,Found,1993,SE
"L6",85.7,Found,1993,SE
"H6",37.7,Found,1993,SE
"H6",4,Found,1993,SE
"H5",29.6,Found,1993,SE
"L5",9.8,Found,1993,SE
"H5",11.1,Found,1993,SE
"H6",2.6,Found,1993,SE
"H6",1.1,Found,1993,SE
"H6",1,Found,1993,SE
"H5",19.2,Found,1993,SE
"H6",5.4,Found,1993,SE
"H6",6.8,Found,1993,SE
"H5",20.1,Found,1993,SE
"H6",0.5,Found,1993,SE
"H6",13.1,Found,1993,SE
"H6",7.7,Found,1993,SE
"H6",14.1,Found,1993,SE
"H6",7,Found,1993,SE
"H6",14.3,Found,1993,SE
"H5",14.2,Found,1993,SE
"H6",15.1,Found,1993,SE
"H6",0.4,Found,1993,SE
"H6",9,Found,1993,SE
"H6",6.1,Found,1993,SE
"H6",20.2,Found,1993,SE
"H6",6.2,Found,1993,SE
"H6",3.1,Found,1993,SE
"H6",4.9,Found,1993,SE
"H6",3.9,Found,1993,SE
"H6",10.9,Found,1993,SE
"H6",8.5,Found,1993,SE
"L6",12.5,Found,1993,SE
"H5",37.3,Found,1993,SE
"H5",14.8,Found,1993,SE
"H6",3.6,Found,1993,SE
"H5",2.9,Found,1993,SE
"H5",16.1,Found,1993,SE
"H6",4.1,Found,1993,SE
"H5",5,Found,1993,SE
"H6",2.6,Found,1993,SE
"H5",47.7,Found,1993,SE
"H5",8.4,Found,1993,SE
"H6",2.4,Found,1993,SE
"H6",1.2,Found,1993,SE
"LL5",4.9,Found,1993,SE
"H5",10.3,Found,1993,SE
"H6",3.3,Found,1993,SE
"H5",31.1,Found,1993,SE
"H6",4.4,Found,1993,SE
"H6",7.4,Found,1993,SE
"H6",5.9,Found,1993,SE
"H6",2.7,Found,1993,SE
"H6",3,Found,1993,SE
"H6",6.4,Found,1993,SE
"H5",8.4,Found,1993,SE
"H6",4.9,Found,1993,SE
"H6",6.6,Found,1993,SE
"L5",8.2,Found,1993,SE
"L6",14.8,Found,1993,SE
"LL5",9,Found,1993,SE
"H6",11.4,Found,1993,SE
"H6",4.4,Found,1993,SE
"H6",2.2,Found,1993,SE
"H5",22.6,Found,1993,SE
"H6",15,Found,1993,SE
"H6",3.2,Found,1993,SE
"H5",3.7,Found,1993,SE
"H6",1.7,Found,1993,SE
"H5",12.5,Found,1993,SE
"L6",8.7,Found,1993,SE
"LL6",2.9,Found,1993,SE
"LL6",4.2,Found,1993,SE
"L6",2.8,Found,1993,SE
"L6",1.4,Found,1993,SE
"H5",11.3,Found,1993,SE
"H5",36.7,Found,1993,SE
"H6",3.7,Found,1993,SE
"L6",12.7,Found,1993,SE
"L6",8.2,Found,1993,SE
"H4",5.6,Found,1993,SE
"H5",10.9,Found,1993,SE
"H5",3,Found,1993,SE
"L3.7",25.5,Found,1993,SE
"H5",1,Found,1993,SE
"LL6",61.7,Found,1997,SE
"H5",148.2,Found,1997,SE
"L3.4",117.6,Found,1997,SE
"LL6",267.1,Found,1997,SE
"L6",277.7,Found,1997,SE
"L6",235,Found,1997,SE
"LL6",182.4,Found,1997,SE
"L6",524.4,Found,1997,SE
"L6",660.7,Found,1997,SE
"L5",340.6,Found,1997,SE
"L6",288.5,Found,1997,SE
"L6",122,Found,1997,SE
"L6",171.9,Found,1997,SE
"LL5",82.1,Found,1997,SE
"L6",35,Found,1997,SE
"H6",24.3,Found,1997,SE
"L3.7",23,Found,1997,SE
"L5",25.5,Found,1997,SE
"H5",28.5,Found,1997,SE
"H5",79.6,Found,1997,SE
"H5",5.8,Found,1997,SE
"L3",48,Found,1997,SE
"H6",28.9,Found,1997,SE
"H6",22.7,Found,1997,SE
"H5",4.8,Found,1997,SE
"Ureilite",2.1,Found,1997,SE
"H5",5.7,Found,1997,SE
"H5",8.8,Found,1997,SE
"L6",8.8,Found,1999,SE
"L6",30.2,Found,1999,SE
"H4",4416,Found,1983,NW
"Iron- IAB-MG",4760,Found,1905,NW
"Iron- IIIAB",200000,Found,1959,NE
"Iron- IIAB",1240,Found,1905,NW
"L5",2160,Found,1972,NW
"H5",1800,Found,1972,NW
"Iron- IAB-ung",20000,Found,1905,NW
"L6",4500,Found,1937,NW
"Iron- IAB-sHH",442,Found,1905,NW
"Iron- IAB-MG",46000,Found,1940,NW
"Pallasite- PMG",3500,Found,1904,NE
"Iron- IIIAB?",10000,Found,1959,SE
"L5",21.4,Found,2001,NW
"H-melt rock",262.2,Found,2006,NW
"L4",357,Found,1997,SE
"H6",4400,Found,1967,NW
"H4/5",11700,Found,1965,NW
"H5",2950,Found,1937,NW
"H6",19050,Found,1979,NW
"Iron- IIIAB",1600,Found,1936,NW
"Iron- IAB-ung",235,Found,1937,NW
"Iron- IIAB",43000,Found,2005,NE
"Iron- IIIAB",4318,Found,1975,NW
"L6",824,Found,1944,NW
"Iron- IIAB",10000,Found,1905,NW
"H5",1315,Found,1918,NW
"Iron- IIAB",7000,Found,1953,NW
"Iron- IAB-sHL",1400,Found,1905,NW
"Iron- IAB-sLL",4800,Found,2005,NW
"H4",4300,Found,1965,NW
"H4",20676,Found,1971,NW
"EL6",1947.1,Found,1994,SE
"CM2",2804.6,Found,1994,SE
"CM2",941.6,Found,1994,SE
"L6",9000,Found,1994,SE
"H6",10172,Found,1994,SE
"L6",5086.1,Found,1994,SE
"L6",1554,Found,1994,SE
"L6",546.9,Found,1994,SE
"L6",229.4,Found,1994,SE
"L6",141.9,Found,1994,SE
"L6",564000,Found,1905,NW
"Iron- IVA-an",158500,Found,1904,NE
"Iron- IIIAB",350000,Found,1991,NE
"CM2",16.6,Found,1976,SE
"L6",3020,Found,1933,NW
"C4-ung",179,Found,1990,SE
"H6",53.89,Found,1992,SE
"L5",58,Found,1990,SE
"L6",5600,Found,1962,NW
"H",1600,Found,1964,NW
"OC",861,Found,1964,NW
"L5",611.9,Found,1941,NW
"Iron- IIIAB",94800,Found,1905,NW
"H4",1000,Found,2006,SW
"H4",94.5,Found,1978,NW
"Iron- IIIAB",19500,Found,1905,NW
"Iron",997000,Found,1937,SW
"Diogenite-pm",73,Found,2009,SW
"L6",30750,Found,2010,SW
"H5",25450,Found,2011,SW
"H5",29300,Found,2011,SW
"H3",1431,Found,2010,SW
"H4",230,Found,2009,SW
"H5/6",701,Found,2010,SW
"H5",1617,Found,2010,SW
"H5",85,Found,2010,SW
"H5",6800,Found,2011,SW
"L6",300,Found,2011,SW
"H6",7090,Found,2011,SW
"H6",2016,Found,2011,SW
"L6",565,Found,2011,SW
"L6",308,Found,2010,SW
"H4",263,Found,2010,SW
"H4",8100,Found,2010,SW
"L~6",161,Found,2011,SW
"L~6",663,Found,2011,SW
"L6",7090,Found,2011,SW
"L~6",333,Found,2011,SW
"L~6",506,Found,2011,SW
"L~6",203,Found,2011,SW
"L~6",131,Found,2011,SW
"H~5",12110,Found,2012,SW
"H3.8",4018,Found,1916,NW
"OC",309,Found,1980,NW
"L6",11,Found,1931,NW
"Iron- IID",3000,Found,1905,NW
"Iron- ungrouped",8200,Found,1981,SE
"L5",22,Found,1968,SE
"L5",1457.8,Found,1938,NW
"L6",15.8,Found,1963,NW
"LL4",5.8,Found,1963,NW
"H6",7.5,Found,1963,NW
"L6",37.4,Found,1963,NW
"L6",3.1,Found,1963,NW
"H4",26.9,Found,1963,NW
"OC",4.8,Found,1963,NW
"H4",2,Found,1964,NW
"H4",3,Found,1965,NW
"H4",6.4,Found,1965,NW
"L6",3.8,Found,1968,NW
"H6",1.2,Found,1968,NW
"L5",14,Found,1992,NW
"L5",3.4,Found,1998,NW
"LL6",12.5,Found,1998,NW
"L5",4.1,Found,1998,NW
"L6",12.8,Found,1999,NW
"H6",0.97,Found,2002,NW
"L6",3.91,Found,2002,NW
"H6",18.4,Found,2002,NW
"H6",3.92,Found,2002,NW
"LL4",16.49,Found,2002,NW
"L6",7.56,Found,2002,NW
"L6",2.71,Found,2003,NW
"H4",21,Found,2003,NW
"L5",5.6,Found,2003,NW
"L6",3.1,Found,2003,NW
"CK4",3,Found,2003,NW
"CK4",10.1,Found,2003,NW
"CK4",4.12,Found,2004,NW
"CK4",3.22,Found,2004,NW
"CK4",11.87,Found,2004,NW
"CK4",0.92,Found,2004,NW
"CK4",2.48,Found,2004,NW
"CK4",0.9,Found,2004,NW
"L6",5.21,Found,2004,NW
"L6",0.84,Found,2004,NW
"L6",2.17,Found,2004,NW
"L4",1.75,Found,2004,NW
"L6",106.22,Found,2004,NW
"L6",38.56,Found,2004,NW
"L6",10.32,Found,2004,NW
"L6",30.43,Found,2004,NW
"H4",2.29,Found,2004,NW
"L6",9.2,Found,2004,NW
"H4",6.85,Found,2005,NW
"L5",6,Found,2003,NW
"L6",13.15,Found,2005,NW
"L6",0.85,Found,2006,NW
"L5",2.6,Found,2007,NW
"L5",30.7,Found,2007,NW
"H4",12.7,Found,2007,NW
"H5",0.6,Found,2007,NW
"L6",3.93,Found,2007,NW
"CK5",3.5,Found,2008,NW
"CK5",1.1,Found,2008,NW
"L5",7.3,Found,2008,NW
"CK4",6.5,Found,2008,NW
"CK4",1.5,Found,2008,NW
"CK5",3.2,Found,2008,NW
"CK5",0.8,Found,2008,NW
"CK4",4,Found,2008,NW
"L6",43.1,Found,2010,NW
"Iron- IIIAB",20500,Found,1905,NW
"Iron- IAB-MG",35400,Found,1973,NW
"Iron- IIIAB",7000,Found,1905,NW
"Iron",50,Found,1905,SW
"L5",32.5,Found,2003,NW
"OC",861,Found,1976,NW
"L6",6700,Found,1914,NW
"Iron",46,Found,1940,NW
"L6",100000,Found,1905,SW
"L5-6",31.5,Found,1977,SE
"Lunar",36.54,Found,2010,SE
"H5",378,Found,1999,SE
"LL6",54.2,Found,2002,SE
"L5",2.57,Found,2002,SE
"H6",3.12,Found,2002,SE
"H5",6.63,Found,2002,SE
"H5",6.8,Found,2002,SE
"H5",5.85,Found,2002,SE
"H5",8.78,Found,2002,SE
"H6",0.38,Found,2002,SE
"H5",1.76,Found,2002,SE
"H6",1.04,Found,2002,SE
"H5",2.53,Found,2002,SE
"H4",0.59,Found,2002,SE
"H5",4.03,Found,2002,SE
"L4",10.48,Found,2002,SE
"H5",17.56,Found,2002,SE
"L6",20.86,Found,2002,SE
"H5",6.02,Found,2002,SE
"L5",13.7,Found,2002,SE
"H6",9.46,Found,2002,SE
"Eucrite-unbr",5.7,Found,2002,SE
"LL5",3.54,Found,2002,SE
"H6",2.38,Found,2002,SE
"H6",0.24,Found,2002,SE
"LL6",0.22,Found,2002,SE
"Eucrite-br",3.7,Found,2002,SE
"CV3",5.61,Found,2002,SE
"H6",3.02,Found,2002,SE
"L5",4.3,Found,2002,SE
"H6",0.2,Found,2002,SE
"L5",0.6,Found,2002,SE
"L5",1.1,Found,2002,SE
"CM2",14.4,Found,2002,SE
"L5",1.2,Found,2002,SE
"L5",54.5,Found,2002,SE
"LL6",96.6,Found,2002,SE
"H6",7.6,Found,2002,SE
"LL5",6.7,Found,2002,SE
"CM2",0.3,Found,2002,SE
"H6",0.2,Found,2002,SE
"H5",1.7,Found,2002,SE
"E3",1.41,Found,2002,SE
"H6",1.5,Found,2002,SE
"L5",0.9,Found,2002,SE
"H5",3.1,Found,2002,SE
"H6",32.9,Found,2002,SE
"H6",34.4,Found,2002,SE
"CM2",7.2,Found,2002,SE
"H5",6.4,Found,2002,SE
"H6",29.7,Found,2002,SE
"H5",2.6,Found,2002,SE
"H5",7.79,Found,2002,SE
"H5",19.03,Found,2002,SE
"LL5",1.37,Found,2002,SE
"H5",5.88,Found,2002,SE
"H5",7.25,Found,2002,SE
"H6",5.31,Found,2002,SE
"H5",3.98,Found,2002,SE
"L4",8.06,Found,2002,SE
"H6",0.24,Found,2002,SE
"H5",133.4,Found,2002,SE
"H6",74.8,Found,2002,SE
"H6",102.9,Found,2002,SE
"H5",29.5,Found,2002,SE
"L5",12.3,Found,2002,SE
"EL3",17.9,Found,2002,SE
"H5",45.5,Found,2002,SE
"H5",14,Found,2002,SE
"H6",6.8,Found,2002,SE
"H5",4.7,Found,2002,SE
"H5",2.58,Found,2002,SE
"L5",1.78,Found,2002,SE
"H5",9.59,Found,2002,SE
"H5",23.27,Found,2002,SE
"H5",3.18,Found,2002,SE
"H6",7.63,Found,2002,SE
"H6",2.59,Found,2002,SE
"H5",5.15,Found,2002,SE
"H6",0.2,Found,2002,SE
"H5",0.36,Found,2002,SE
"H6",0.36,Found,2002,SE
"H6",0.55,Found,2002,SE
"H6",0.21,Found,2002,SE
"H6",0.6,Found,2002,SE
"H5",0.48,Found,2002,SE
"H4",0.45,Found,2002,SE
"CM2",1.27,Found,2002,SE
"LL5",1.02,Found,2002,SE
"Howardite",20.3,Found,2002,SE
"LL6",7.5,Found,2002,SE
"LL5",10.49,Found,2002,SE
"H5",3.8,Found,2002,SE
"LL5",3.4,Found,2002,SE
"LL5",9.92,Found,2002,SE
"L5",1.81,Found,2002,SE
"H5",2.36,Found,2002,SE
"L5",0.18,Found,2002,SE
"H5",14.15,Found,2002,SE
"H5",0.77,Found,2002,SE
"L5",0.11,Found,2002,SE
"L6",0.38,Found,2002,SE
"H4",2.08,Found,2002,SE
"LL6",0.24,Found,2002,SE
"H5",0.16,Found,2002,SE
"H6",0.12,Found,2002,SE
"H6",0.77,Found,2002,SE
"H6",0.31,Found,2002,SE
"LL5",0.15,Found,2002,SE
"H6",0.4,Found,2002,SE
"H6",10.68,Found,2002,SE
"CM2",10.11,Found,2002,SE
"H5",4.45,Found,2002,SE
"Howardite",19.3,Found,2002,SE
"H5",12.55,Found,2002,SE
"H5",57.97,Found,2002,SE
"LL5",17.01,Found,2002,SE
"LL5",7.94,Found,2002,SE
"H5",1.19,Found,2002,SE
"LL6",0.28,Found,2002,SE
"L-imp melt",9.1,Found,2002,SE
"H5",2.1,Found,2002,SE
"L5",19.4,Found,2002,SE
"L5",9.7,Found,2002,SE
"H5",14.1,Found,2002,SE
"L5",11.8,Found,2002,SE
"H5",1.1,Found,2002,SE
"L5",1.2,Found,2002,SE
"H5",1.9,Found,2002,SE
"H5",321.4,Found,2002,SE
"H5",142.6,Found,2002,SE
"H5",148.1,Found,2002,SE
"H3.7",134.1,Found,2002,SE
"H6",125.4,Found,2002,SE
"H6",66.7,Found,2002,SE
"H6",63,Found,2002,SE
"EL3",188.6,Found,2002,SE
"L5",157.2,Found,2002,SE
"EL3",110.4,Found,2002,SE
"L4",254.2,Found,1987,SE
"L6",1433,Found,1987,SE
"L4",1094.6,Found,1987,SE
"C2-ung",167.5,Found,1987,SE
"C3-ung",110.9,Found,1987,SE
"L4",1244.2,Found,1987,SE
"L4",1198.7,Found,1987,SE
"H4",1055.6,Found,1987,SE
"L6",770.8,Found,1987,SE
"L6",684.7,Found,1987,SE
"L4",411,Found,1987,SE
"H4",312.8,Found,1987,SE
"H5",322.5,Found,1987,SE
"H5",430,Found,1987,SE
"L6",319.3,Found,1987,SE
"H6",219.1,Found,1987,SE
"L6",13.3,Found,1987,SE
"LL6",120.5,Found,1987,SE
"LL6",196.9,Found,1987,SE
"H5",86.2,Found,1987,SE
"CR2",16.2,Found,1987,SE
"CM2",177.3,Found,1988,SE
"CM2",20.9,Found,1988,SE
"Mesosiderite",754.3,Found,1988,SE
"H5",20.4,Found,1988,SE
"Lunar (anorth)",61.2,Found,1988,SE
"Lunar (anorth)",662.5,Found,1988,SE
"LL6",26.7,Found,1988,SE
"C3-ung",192.8,Found,1988,SE
"H5",6988.4,Found,1988,SE
"L5",4112.1,Found,1988,SE
"H5",5369.9,Found,1988,SE
"H4",6441.5,Found,1988,SE
"L6",1288,Found,1988,SE
"LL6",752.2,Found,1988,SE
"H5",844.4,Found,1988,SE
"H5",2247.3,Found,1988,SE
"H5",1453,Found,1988,SE
"L6",1103.8,Found,1988,SE
"L5",1142.3,Found,1988,SE
"H5",920.8,Found,1988,SE
"H5",718.7,Found,1988,SE
"L6",318.7,Found,1988,SE
"L/LL5",345.3,Found,1988,SE
"H6",180.3,Found,1988,SE
"H4",201.1,Found,1988,SE
"H6",213.5,Found,1988,SE
"L6",293.9,Found,1988,SE
"L5",204.1,Found,1988,SE
"H5",233.7,Found,1988,SE
"H5",200.5,Found,1988,SE
"H6",223.7,Found,1988,SE
"H6",175.6,Found,1988,SE
"H6",151.5,Found,1988,SE
"H6",137.6,Found,1988,SE
"H5",159.8,Found,1988,SE
"H5",101.6,Found,1988,SE
"EL3",74.4,Found,1988,SE
"L6",105.1,Found,1988,SE
"H5",115.6,Found,1988,SE
"H5",91.8,Found,1988,SE
"L6",30,Found,1988,SE
"H4",61.1,Found,1988,SE
"L6",16.6,Found,1988,SE
"H5",33.6,Found,1988,SE
"H6",10.4,Found,1988,SE
"H4",11.7,Found,1988,SE
"H4",10.6,Found,1988,SE
"H5",98.4,Found,1988,SE
"L6",76.9,Found,1988,SE
"H6",52.5,Found,1988,SE
"H6",41.2,Found,1988,SE
"H4",41.3,Found,1988,SE
"H5",80,Found,1988,SE
"H4",24.9,Found,1988,SE
"H6",79.1,Found,1988,SE
"L6",21.9,Found,1988,SE
"L6",69.2,Found,1988,SE
"H6",88.2,Found,1988,SE
"H5",42.6,Found,1988,SE
"L6",147.5,Found,1988,SE
"H5",30.8,Found,1988,SE
"H4",14.3,Found,1988,SE
"L6",112.9,Found,1988,SE
"H5",106.2,Found,1988,SE
"H5",113.3,Found,1988,SE
"H5",52.7,Found,1988,SE
"H5",94,Found,1988,SE
"H5",38.1,Found,1988,SE
"L6",31.3,Found,1988,SE
"H5",5.9,Found,1988,SE
"L6",58.1,Found,1988,SE
"H4",17,Found,1988,SE
"L6",37,Found,1988,SE
"L6",126.4,Found,1988,SE
"H3.5",98.4,Found,1988,SE
"LL6",128.1,Found,1988,SE
"CM2",37.9,Found,1988,SE
"Lodranite",35.3,Found,1988,SE
"L6",28.1,Found,1988,SE
"H5",19.2,Found,1988,SE
"EL3",26.6,Found,1988,SE
"L6",84.4,Found,1988,SE
"L6",31.5,Found,1988,SE
"H5",62.2,Found,1988,SE
"EL3",20.6,Found,1988,SE
"H5",12.7,Found,1988,SE
"H5",20.7,Found,1988,SE
"L6",94.7,Found,1988,SE
"H4",14,Found,1988,SE
"H5",31.4,Found,1988,SE
"H5",49.8,Found,1988,SE
"H6",73.6,Found,1988,SE
"H5",41.3,Found,1988,SE
"L6",137.5,Found,1988,SE
"L6",17.2,Found,1988,SE
"H5",71.6,Found,1988,SE
"H5",107.9,Found,1988,SE
"L6",66,Found,1988,SE
"H5",36.9,Found,1988,SE
"L3.3",28.9,Found,1988,SE
"H4",35.1,Found,1988,SE
"H6",40.4,Found,1988,SE
"LL5",2.3,Found,1988,SE
"H5",36.9,Found,1988,SE
"H5",34.4,Found,1988,SE
"CM2",23.4,Found,1992,SE
"L5",4.4,Found,1992,SE
"CM2",0.7,Found,1992,SE
"H5",7.7,Found,1992,SE
"L6",42000,Found,1984,NW
"Iron- IIIAB",168000,Found,1905,NW
"Iron- IID",71500,Found,1984,SE
"Iron- IAB-MG",150000,Found,1905,NE
"L6",1700,Found,1905,NE
"L6",680,Found,1994,NE
"L5",370,Found,1999,NW
"H4",2420,Found,2003,NW
"H4",1306,Found,2003,NW
"H4",1823.3,Found,2007,NW
"L6",2300,Found,1905,SE
"Iron- IIIAB",992,Found,1939,NE
"Iron- IAB-sLM",22270,Found,1991,SE
"L6",2854,Found,2012,NW
"L6",1050,Found,1975,SE
"H4",750,Found,2008,NW
"Iron- IIIAB",39000,Found,1962,NW
"Iron- ungrouped",166800,Found,1954,NE
"Iron- IVA",10300,Found,1905,SW
"Iron- IIIAB",49000,Found,1939,NW
"CK4-an",3388,Found,1974,SE
"Pallasite",3000,Found,1906,NE
"L6",68,Found,1991,NW
"Iron- IVA",18000,Found,1987,SW
"Iron- IVA",15500,Found,1935,SW
"H",50,Found,1980,NW
"Iron- IIAB",144,Found,1976,NE
"L5",2890,Found,1955,NW
"H4",54200,Found,1967,NE
"L5",207,Found,2003,NE
"L5",68000,Found,1936,NW
"LL6",236,Found,1991,SE
"Iron- IIIAB",6800,Found,1905,NW
"H5",6850,Found,1933,NW
"Iron- IVA",7140,Found,1905,NW
"Iron- IAB complex",26000,Found,1992,NE
"H5",113.3,Found,1977,SE
"H5",612.4,Found,1958,NE
"H4/5",187,Found,1999,SE
"H4",6900,Found,1955,NW
"Iron- IAB complex",12610,Found,1964,NW
"H4",38400,Found,1972,NW
"Iron- IIAB",15400,Found,1920,NW
"Iron- ungrouped",16000000,Found,1930,SE
"L6",1100,Found,1935,NW
"L6",3602,Found,1965,NW
"H4/5",1530,Found,1980,NW
"H4",11800,Found,1989,NW
"H4",2990,Found,1989,NW
"L4",150000,Found,1905,NW
"H6",4300,Found,1939,NW
"H5",1495,Found,1975,NW
"L6",691,Found,1981,NW
"Iron- IIAB",14830,Found,1905,SW
"LL6",1181.6,Found,1929,SE
"LL6",545.6,Found,1983,NE
"L5",36400,Found,1933,NW
