@RELATION meteorite_landings

@ATTRIBUTE recclass {"Acapulcoite","Acapulcoite/Lodranite","Acapulcoite/lodranite","Achondrite-prim","Achondrite-ung","Angrite","Aubrite","Aubrite-an","Brachinite","C","C1/2-ung","C2","C2-ung","C3-ung","C3.0-ung","C4","C4-ung","C4/5","C5/6-ung","C6","CB","CBa","CBb","CH/CBb","CH3","CI1","CK","CK3","CK3-an","CK4","CK4-an","CK4/5","CK5","CK5/6","CK6","CM","CM-an","CM1","CM1/2","CM2","CO3","CO3.0","CO3.1","CO3.2","CO3.3","CO3.4","CO3.5","CO3.6","CO3.7","CO3.8","CR","CR-an","CR1","CR2","CR2-an","CR7","CV2","CV3","CV3-an","Chondrite-fusion crust","Chondrite-ung","Diogenite","Diogenite-an","Diogenite-olivine","Diogenite-pm","E","E-an","E3","E3-an","E4","E5","E5-an","E6","EH","EH-imp melt","EH3","EH3/4-an","EH4","EH4/5","EH5","EH6","EH6-an","EH7","EH7-an","EL-melt rock","EL3","EL4","EL4/5","EL5","EL6","EL6/7","EL7","Enst achon-ung","Eucrite","Eucrite-Mg rich","Eucrite-an","Eucrite-br","Eucrite-cm","Eucrite-mmict","Eucrite-pmict","Eucrite-unbr","Fusion crust","H","H(5?)","H(?)4","H(L)3","H(L)3-an","H-an","H-imp melt","H-melt breccia","H-melt rock","H-metal","H/L3","H/L3.5","H/L3.6","H/L3.9","H/L4","H/L4-5","H/L5","H/L6","H/L~4","H3 ","H3","H3-4","H3-5","H3-6","H3-an","H3.0","H3.0-3.4","H3.05","H3.1","H3.10","H3.2","H3.2-3.7","H3.2-6","H3.2-an","H3.3","H3.4","H3.4-5","H3.4/3.5","H3.5","H3.5-4","H3.6","H3.6-6","H3.7","H3.7-5","H3.7-6","H3.7/3.8","H3.8","H3.8-4","H3.8-5","H3.8-6","H3.8-an","H3.8/3.9","H3.8/4","H3.9","H3.9-5","H3.9-6","H3.9/4","H3/4","H4 ","H4","H4(?)","H4-5","H4-6","H4-an","H4-melt breccia","H4/5","H4/6","H5 ","H5","H5-6","H5-7","H5-an","H5-melt breccia","H5/6","H6 ","H6","H6-melt breccia","H7","H?","Howardite","Howardite-an","H~4","H~4/5","H~5","H~6","Iron","Iron- IAB complex","Iron- IAB-MG","Iron- IAB-an","Iron- IAB-sHH","Iron- IAB-sHL","Iron- IAB-sHL-an","Iron- IAB-sLH","Iron- IAB-sLL","Iron- IAB-sLM","Iron- IAB-ung","Iron- IAB?","Iron- IC","Iron- IC-an","Iron- IIAB","Iron- IIAB-an","Iron- IIC","Iron- IID","Iron- IID-an","Iron- IIE","Iron- IIE-an","Iron- IIF","Iron- IIG","Iron- IIIAB","Iron- IIIAB-an","Iron- IIIAB?","Iron- IIIE","Iron- IIIE-an","Iron- IIIF","Iron- IVA","Iron- IVA-an","Iron- IVB","Iron- ungrouped","K","K3","L","L(?)3","L(LL)3","L(LL)3.05","L(LL)3.5-3.7","L(LL)5","L(LL)6","L-imp melt","L-melt breccia","L-melt rock","L-metal","L/LL","L/LL(?)3","L/LL3","L/LL3-5","L/LL3-6","L/LL3.10","L/LL3.2","L/LL3.4","L/LL3.6/3.7","L/LL4","L/LL4-6","L/LL4/5","L/LL5","L/LL5-6","L/LL5/6","L/LL6","L/LL6-an","L/LL~4","L/LL~5","L/LL~6","L3","L3-4","L3-5","L3-6","L3-melt breccia","L3.0","L3.0-3.7","L3.0-3.9","L3.00","L3.05","L3.1","L3.10","L3.2","L3.2-3.5","L3.2-3.6","L3.3","L3.3-3.5","L3.3-3.6","L3.3-3.7","L3.4","L3.4-3.7","L3.5","L3.5-3.7","L3.5-3.8","L3.5-3.9","L3.5-5","L3.6","L3.6-4","L3.7","L3.7-3.9","L3.7-4","L3.7-6","L3.7/3.8","L3.8","L3.8-6","L3.8-an","L3.9","L3.9-5","L3.9-6","L3.9/4","L3/4","L4 ","L4","L4-5","L4-6","L4-an","L4-melt breccia","L4/5","L5 ","L5","L5-6","L5-7","L5-melt breccia","L5/6","L6 ","L6","L6-melt breccia","L6/7","L7","LL","LL(L)3","LL-imp melt","LL-melt breccia","LL-melt rock","LL3","LL3-5","LL3-6","LL3.0","LL3.00","LL3.05","LL3.1","LL3.1-3.5","LL3.15","LL3.2","LL3.3","LL3.4","LL3.5","LL3.6","LL3.7","LL3.7-6","LL3.8","LL3.8-4","LL3.8-6","LL3.9","LL3.9/4","LL3/4","LL4","LL4-5","LL4-6","LL4/5","LL5","LL5-6","LL5-7","LL5/6","LL6 ","LL6","LL6(?)","LL6-an","LL6-melt breccia","LL7","LL7(?)","LL~3","LL~5","LL~6","Lodranite","Lodranite-an","Lunar (anorth)","Lunar (bas. breccia)","Lunar (bas/anor)","Lunar (basalt)","Lunar (feldsp. breccia)","Lunar (gabbro)","Lunar (norite)","Lunar","L~3","L~4","L~4-6","L~5","L~6","Martian (OPX)","Martian (basaltic breccia)","Martian (chassignite)","Martian (nakhlite)","Martian (shergottite)","Mesosiderite","Mesosiderite-A","Mesosiderite-A1","Mesosiderite-A2","Mesosiderite-A3","Mesosiderite-A3/4","Mesosiderite-A4","Mesosiderite-B","Mesosiderite-B1","Mesosiderite-B2","Mesosiderite-B4","Mesosiderite-C","Mesosiderite-C2","Mesosiderite-an","Mesosiderite?","OC","Pallasite","Pallasite- PES","Pallasite- PMG","Pallasite- PMG-an","Pallasite- ungrouped","Pallasite?","R","R3","R3-4","R3-5","R3-6","R3.5-4","R3.5-6","R3.6","R3.8","R3.8-5","R3.8-6","R3.9","R4","R5","R6","Relict OC","Relict iron","Stone-uncl","Stone-ung","Ureilite","Ureilite-an","Ureilite-pmict","Winonaite"}
@ATTRIBUTE mass numeric
@ATTRIBUTE fall {Fell,Found}
@ATTRIBUTE yearoflanding numeric
@ATTRIBUTE class {NE,NW,SE,SW}

@DATA
"H5",48.5,Found,1990,SE
"L6",82.6,Found,1990,SE
"L6",76.6,Found,1990,SE
"L6",78.3,Found,1990,SE
"L6",50.1,Found,1990,SE
"L6",117.7,Found,1990,SE
"L6",68.9,Found,1990,SE
"L6",63.8,Found,1990,SE
"L6",62.3,Found,1990,SE
"L6",58.7,Found,1990,SE
"L6",82.6,Found,1990,SE
"L6",66.8,Found,1990,SE
"L6",74.8,Found,1990,SE
"L6",66,Found,1990,SE
"L6",177.9,Found,1990,SE
"L6",93.6,Found,1990,SE
"L6",52.4,Found,1990,SE
"L6",152.9,Found,1990,SE
"L6",300.8,Found,1990,SE
"L6",240.6,Found,1990,SE
"L6",48.8,Found,1990,SE
"L6",93,Found,1990,SE
"L6",107.1,Found,1990,SE
"L6",140.2,Found,1990,SE
"L6",219,Found,1990,SE
"L6",65.3,Found,1990,SE
"L4",96.8,Found,1990,SE
"L6",103.4,Found,1990,SE
"L6",103.6,Found,1990,SE
"L6",71.3,Found,1990,SE
"L6",104.9,Found,1990,SE
"L6",107.6,Found,1990,SE
"L6",53.7,Found,1990,SE
"H6",150,Found,1990,SE
"L6",85,Found,1990,SE
"L6",117.4,Found,1990,SE
"L6",98,Found,1990,SE
"L6",112.4,Found,1990,SE
"L6",4.9,Found,1990,SE
"L6",42.6,Found,1990,SE
"L6",8.7,Found,1990,SE
"L6",23.5,Found,1990,SE
"L6",7.9,Found,1990,SE
"H5",18.7,Found,1990,SE
"L6",25.4,Found,1990,SE
"L6",11.7,Found,1990,SE
"L6",8.3,Found,1990,SE
"L6",4.3,Found,1990,SE
"L6",36.7,Found,1990,SE
"L6",20.9,Found,1990,SE
"L3.6",5.2,Found,1990,SE
"L6",21.4,Found,1990,SE
"L6",5.5,Found,1990,SE
"L6",6.9,Found,1990,SE
"L6",4,Found,1990,SE
"L6",8.9,Found,1990,SE
"L4",14.6,Found,1990,SE
"L6",12.7,Found,1990,SE
"L6",6.6,Found,1990,SE
"L6",14.9,Found,1990,SE
"L6",6.8,Found,1990,SE
"L6",8.4,Found,1990,SE
"L6",24.8,Found,1990,SE
"L6",29.9,Found,1990,SE
"L6",11,Found,1990,SE
"L6",9.6,Found,1990,SE
"L6",9,Found,1990,SE
"L6",17.9,Found,1990,SE
"L6",17.6,Found,1990,SE
"L6",4.9,Found,1990,SE
"L6",20.2,Found,1990,SE
"L6",15.5,Found,1990,SE
"L6",38.2,Found,1990,SE
"L3.8",5,Found,1990,SE
"L6",6.7,Found,1990,SE
"L6",48.7,Found,1990,SE
"L6",8.3,Found,1990,SE
"L6",12.3,Found,1990,SE
"H6",4.1,Found,1990,SE
"L6",2.2,Found,1990,SE
"L6",4.1,Found,1990,SE
"L6",30.3,Found,1990,SE
"L6",12.4,Found,1990,SE
"L6",38.7,Found,1990,SE
"L6",7.5,Found,1990,SE
"L6",19.1,Found,1990,SE
"L6",6.8,Found,1990,SE
"L6",21.3,Found,1990,SE
"L6",6.1,Found,1990,SE
"L6",6.9,Found,1990,SE
"L6",42.2,Found,1990,SE
"L6",28.1,Found,1990,SE
"L6",0.9,Found,1990,SE
"L6",5.2,Found,1990,SE
"L6",4.2,Found,1990,SE
"L6",27.2,Found,1990,SE
"L6",32.4,Found,1990,SE
"L5",15.6,Found,1990,SE
"L6",17.3,Found,1990,SE
"L6",22.8,Found,1990,SE
"L6",41.6,Found,1990,SE
"L6",22.8,Found,1990,SE
"L6",22.9,Found,1990,SE
"L6",28.9,Found,1990,SE
"L6",19.1,Found,1990,SE
"L6",20.6,Found,1990,SE
"L6",33.7,Found,1990,SE
"L6",18.4,Found,1990,SE
"L6",33.6,Found,1990,SE
"L6",10.1,Found,1990,SE
"L6",15.6,Found,1990,SE
"L6",11.1,Found,1990,SE
"L6",18.4,Found,1990,SE
"L6",1.7,Found,1990,SE
"L6",2.1,Found,1990,SE
"L6",5.5,Found,1990,SE
"L6",31.5,Found,1990,SE
"L6",2.7,Found,1990,SE
"L6",4.6,Found,1990,SE
"L6",4,Found,1990,SE
"L6",4.3,Found,1990,SE
"L6",3.2,Found,1990,SE
"L6",6.2,Found,1990,SE
"L6",6.4,Found,1990,SE
"L6",31.9,Found,1990,SE
"L6",3.1,Found,1990,SE
"L6",36.7,Found,1990,SE
"L6",20.3,Found,1990,SE
"L6",78.9,Found,1990,SE
"L6",33.1,Found,1990,SE
"L6",57.9,Found,1990,SE
"L6",34.2,Found,1990,SE
"H6",14.4,Found,1990,SE
"L6",26.9,Found,1990,SE
"L6",21,Found,1990,SE
"L6",25.6,Found,1990,SE
"L6",42.3,Found,1990,SE
"L6",37,Found,1990,SE
"L6",37,Found,1990,SE
"L6",11.8,Found,1990,SE
"L6",39.7,Found,1990,SE
"L6",1450.8,Found,1990,SE
"L6",34.7,Found,1990,SE
"L6",37,Found,1990,SE
"L6",35,Found,1990,SE
"L6",8.4,Found,1990,SE
"L6",43,Found,1990,SE
"H5",26.1,Found,1990,SE
"L6",53.8,Found,1990,SE
"L6",42.5,Found,1990,SE
"L6",55,Found,1990,SE
"L6",14.8,Found,1990,SE
"L6",4.3,Found,1990,SE
"L6",14.1,Found,1990,SE
"L5",16.7,Found,1990,SE
"L6",3.2,Found,1990,SE
"L6",3.8,Found,1990,SE
"L6",25.1,Found,1990,SE
"L6",19.3,Found,1990,SE
"L3.4",23.1,Found,1990,SE
"L6",36.3,Found,1990,SE
"L6",8.6,Found,1990,SE
"L6",25.5,Found,1990,SE
"L6",30.2,Found,1990,SE
"L6",44.8,Found,1990,SE
"L6",2.1,Found,1990,SE
"L6",1.3,Found,1990,SE
"L6",32.2,Found,1990,SE
"L6",23.3,Found,1990,SE
"L6",26.5,Found,1990,SE
"L6",24.2,Found,1990,SE
"L5",9.7,Found,1990,SE
"L6",1.4,Found,1990,SE
"L6",5.4,Found,1990,SE
"L6",19,Found,1990,SE
"L6",1.3,Found,1990,SE
"L6",55.3,Found,1990,SE
"L6",27.2,Found,1990,SE
"L6",13.4,Found,1990,SE
"L6",21.5,Found,1990,SE
"L6",48.7,Found,1990,SE
"L5",15.7,Found,1990,SE
"L6",36.6,Found,1990,SE
"L6",14.8,Found,1990,SE
"H5",8.9,Found,1990,SE
"L6",16.5,Found,1990,SE
"L6",7.4,Found,1990,SE
"L6",57,Found,1990,SE
"L5",16.1,Found,1990,SE
"L6",26.7,Found,1990,SE
"L6",1.4,Found,1990,SE
"L6",8.6,Found,1990,SE
"L6",11.6,Found,1990,SE
"L6",25.5,Found,1990,SE
"L6",33.5,Found,1990,SE
"L6",11.8,Found,1990,SE
"L6",16.2,Found,1990,SE
"H6",10.2,Found,1990,SE
"L6",31,Found,1990,SE
"L6",18.8,Found,1990,SE
"L6",2.9,Found,1990,SE
"L6",43.4,Found,1990,SE
"L5",35.2,Found,1990,SE
"L6",72.1,Found,1990,SE
"L6",70.1,Found,1990,SE
"L6",33.2,Found,1990,SE
"L6",49.9,Found,1990,SE
"L6",14.7,Found,1990,SE
"L6",22.8,Found,1990,SE
"L6",20.9,Found,1990,SE
"L6",70.7,Found,1990,SE
"L6",19.3,Found,1990,SE
"L6",40,Found,1990,SE
"L6",25.2,Found,1990,SE
"L6",23.1,Found,1990,SE
"L6",16.6,Found,1990,SE
"L6",18.2,Found,1990,SE
"L6",11.6,Found,1990,SE
"L6",10.6,Found,1990,SE
"L6",17.6,Found,1990,SE
"L6",37,Found,1990,SE
"L6",24.9,Found,1990,SE
"L6",26.1,Found,1990,SE
"L6",13.6,Found,1990,SE
"L6",10.9,Found,1990,SE
"L6",22.9,Found,1990,SE
"L6",30.6,Found,1990,SE
"L6",15.6,Found,1990,SE
"L6",17.7,Found,1990,SE
"L6",16.3,Found,1990,SE
"L6",19.1,Found,1990,SE
"L6",36.7,Found,1990,SE
"L6",4.4,Found,1990,SE
"L6",27.6,Found,1990,SE
"L6",9.1,Found,1990,SE
"L6",8.7,Found,1990,SE
"L6",34.7,Found,1990,SE
"L6",10.6,Found,1990,SE
"H5",35.5,Found,1990,SE
"L6",13.8,Found,1990,SE
"L6",5.6,Found,1990,SE
"L6",10.2,Found,1990,SE
"L6",10.2,Found,1990,SE
"L6",24.8,Found,1990,SE
"L6",33.5,Found,1990,SE
"L6",2.4,Found,1990,SE
"L6",2.2,Found,1990,SE
"L6",1.6,Found,1990,SE
"L6",8.1,Found,1990,SE
"H5",2.8,Found,1990,SE
"L6",30.1,Found,1990,SE
"L6",21.6,Found,1990,SE
"H5",19.9,Found,1990,SE
"L5",5.2,Found,1990,SE
"L6",22.1,Found,1990,SE
"L6",45.1,Found,1990,SE
"L6",18.5,Found,1990,SE
"L6",13.5,Found,1990,SE
"L6",117.2,Found,1990,SE
"L6",12.3,Found,1990,SE
"L6",16,Found,1990,SE
"L6",21.9,Found,1990,SE
"L6",34.3,Found,1990,SE
"H5",7.9,Found,1990,SE
"L6",21.1,Found,1990,SE
"L6",13.6,Found,1990,SE
"L6",12.6,Found,1990,SE
"L6",20.3,Found,1990,SE
"L6",15.9,Found,1990,SE
"L6",69,Found,1990,SE
"L6",22.8,Found,1990,SE
"L6",11.6,Found,1990,SE
"L6",12.6,Found,1990,SE
"L6",5.3,Found,1990,SE
"L6",21.7,Found,1990,SE
"L6",4.1,Found,1990,SE
"L4",5,Found,1990,SE
"L6",28.7,Found,1990,SE
"L6",12.1,Found,1990,SE
"L6",17.8,Found,1990,SE
"L6",10,Found,1990,SE
"L6",14.7,Found,1990,SE
"L6",8.6,Found,1990,SE
"L6",17.2,Found,1990,SE
"L6",30.2,Found,1990,SE
"L6",13.6,Found,1990,SE
"H5",21.4,Found,1990,SE
"L6",11.8,Found,1990,SE
"Aubrite",3.7,Found,1990,SE
"L6",44.2,Found,1990,SE
"L6",8.3,Found,1990,SE
"L6",5.4,Found,1990,SE
"L6",12.2,Found,1990,SE
"L6",6,Found,1990,SE
"L6",4.9,Found,1990,SE
"L6",27.3,Found,1990,SE
"L6",29.1,Found,1990,SE
"L6",3.2,Found,1990,SE
"L6",14.7,Found,1990,SE
"L6",5.8,Found,1990,SE
"L6",12.5,Found,1990,SE
"L6",5.5,Found,1990,SE
"L6",4.8,Found,1990,SE
"L6",52.3,Found,1990,SE
"L6",25.2,Found,1990,SE
"L6",41.1,Found,1990,SE
"L6",10,Found,1990,SE
"L6",5,Found,1990,SE
"L6",13.3,Found,1990,SE
"L5",4.8,Found,1990,SE
"L6",14.8,Found,1990,SE
"L6",45.2,Found,1990,SE
"L6",5.8,Found,1990,SE
"L6",3.6,Found,1990,SE
"L6",23.8,Found,1990,SE
"L6",5.7,Found,1990,SE
"L6",7.2,Found,1990,SE
"L6",11.8,Found,1990,SE
"L6",7.7,Found,1990,SE
"L6",4.1,Found,1990,SE
"L6",3.2,Found,1990,SE
"L4",2.5,Found,1990,SE
"L6",14.4,Found,1990,SE
"L6",38.9,Found,1990,SE
"L6",17.5,Found,1990,SE
"L6",13.1,Found,1990,SE
"L6",4.9,Found,1990,SE
"L6",39.7,Found,1990,SE
"L6",27,Found,1990,SE
"L6",20.9,Found,1990,SE
"L6",8.5,Found,1990,SE
"L6",10.2,Found,1990,SE
"L6",6.1,Found,1990,SE
"L6",14.7,Found,1990,SE
"L6",1.4,Found,1990,SE
"L6",8.6,Found,1990,SE
"L6",11.9,Found,1990,SE
"L6",14.6,Found,1990,SE
"L4",3.2,Found,1990,SE
"L6",5.2,Found,1990,SE
"L6",5,Found,1990,SE
"L6",19.5,Found,1990,SE
"L6",6.1,Found,1990,SE
"L6",3.5,Found,1990,SE
"L6",2.6,Found,1990,SE
"L6",6.3,Found,1990,SE
"L6",43.2,Found,1990,SE
"L6",11,Found,1990,SE
"L6",3.3,Found,1990,SE
"L6",13.2,Found,1990,SE
"L6",23.9,Found,1990,SE
"L6",0.9,Found,1990,SE
"L6",5.5,Found,1990,SE
"L6",8.5,Found,1990,SE
"L6",1.8,Found,1990,SE
"L6",2.1,Found,1990,SE
"L6",7.2,Found,1990,SE
"L6",25.7,Found,1990,SE
"L6",4,Found,1990,SE
"L6",15.1,Found,1990,SE
"L6",7.6,Found,1990,SE
"L6",7.4,Found,1990,SE
"L6",3,Found,1990,SE
"L6",59.9,Found,1990,SE
"L6",26.1,Found,1990,SE
"L6",40,Found,1990,SE
"L6",29.1,Found,1990,SE
"L5",6.9,Found,1990,SE
"L6",40.6,Found,1990,SE
"L6",68.4,Found,1990,SE
"L6",52.5,Found,1990,SE
"L6",19,Found,1990,SE
"L6",4,Found,1990,SE
"L6",19.5,Found,1990,SE
"L6",18.6,Found,1990,SE
"L6",20,Found,1990,SE
"L6",26.1,Found,1990,SE
"L6",21.3,Found,1990,SE
"L6",29.9,Found,1990,SE
"L6",42.3,Found,1990,SE
"L6",68.2,Found,1990,SE
"L6",40.3,Found,1990,SE
"L6",19.7,Found,1990,SE
"L6",29.1,Found,1990,SE
"L6",37.9,Found,1990,SE
"L6",32.7,Found,1990,SE
"L6",49.8,Found,1990,SE
"L6",13.8,Found,1990,SE
"L6",29.9,Found,1990,SE
"L6",10.3,Found,1990,SE
"L6",21.9,Found,1990,SE
"L6",26.2,Found,1990,SE
"L6",26.2,Found,1990,SE
"L6",38.9,Found,1990,SE
"L6",9.6,Found,1990,SE
"L6",10.7,Found,1990,SE
"L6",3.7,Found,1990,SE
"L6",9.6,Found,1990,SE
"L6",13.3,Found,1990,SE
"L6",7.9,Found,1990,SE
"L6",32,Found,1990,SE
"L6",23.8,Found,1990,SE
"L6",72.4,Found,1990,SE
"L6",38.4,Found,1990,SE
"L6",46.1,Found,1990,SE
"L6",39.2,Found,1990,SE
"L6",30.9,Found,1990,SE
"L6",3,Found,1990,SE
"L6",16.1,Found,1990,SE
"L6",19,Found,1990,SE
"L6",15.8,Found,1990,SE
"L6",10.8,Found,1990,SE
"L6",32.5,Found,1990,SE
"L6",41.4,Found,1990,SE
"L6",19.8,Found,1990,SE
"L6",24.3,Found,1990,SE
"L6",71,Found,1990,SE
"L6",19.6,Found,1990,SE
"L6",66.6,Found,1990,SE
"L6",14.8,Found,1990,SE
"L6",7.5,Found,1990,SE
"L6",25,Found,1990,SE
"L6",48.3,Found,1990,SE
"L6",25.7,Found,1990,SE
"L6",13.1,Found,1990,SE
"L6",36.9,Found,1990,SE
"L6",61.7,Found,1990,SE
"L6",15,Found,1990,SE
"L6",36,Found,1990,SE
"H5",13.9,Found,1990,SE
"L6",14.8,Found,1990,SE
"L6",36.7,Found,1990,SE
"L6",14.1,Found,1990,SE
"L6",23.4,Found,1990,SE
"L6",70.5,Found,1990,SE
"L6",13.2,Found,1990,SE
"L6",17.8,Found,1990,SE
"L6",10.1,Found,1990,SE
"L6",8.4,Found,1990,SE
"L6",9.8,Found,1990,SE
"L6",30.1,Found,1990,SE
"L6",9.4,Found,1990,SE
"L3.6",6.4,Found,1990,SE
"L6",0.2,Found,1990,SE
"L6",23.8,Found,1990,SE
"L6",2.9,Found,1990,SE
"L6",6.1,Found,1990,SE
"L3.6",4.6,Found,1990,SE
"L6",47.9,Found,1990,SE
"L6",0.6,Found,1990,SE
"L6",0.2,Found,1990,SE
"L6",36.6,Found,1990,SE
"L6",32.2,Found,1990,SE
"L6",55.7,Found,1990,SE
"L6",54.6,Found,1990,SE
"L6",4.5,Found,1990,SE
"L6",45.1,Found,1990,SE
"L6",37.2,Found,1990,SE
"L6",22.9,Found,1990,SE
"L6",28.5,Found,1990,SE
"L6",43.4,Found,1990,SE
"L6",19.7,Found,1990,SE
"L6",17.4,Found,1990,SE
"L6",23.4,Found,1990,SE
"L6",53.2,Found,1990,SE
"L6",13.7,Found,1990,SE
"L6",17.2,Found,1990,SE
"L6",25.5,Found,1990,SE
"L6",11,Found,1990,SE
"L6",23,Found,1990,SE
"L6",10.5,Found,1990,SE
"L6",18,Found,1990,SE
"L6",15.6,Found,1990,SE
"H5",3.1,Found,1990,SE
"L6",9.7,Found,1990,SE
"L6",21.7,Found,1990,SE
"L6",41.2,Found,1990,SE
"L6",6.7,Found,1990,SE
"L6",5.6,Found,1990,SE
"L6",23.9,Found,1990,SE
"L6",19.8,Found,1990,SE
"L6",45.6,Found,1990,SE
"L6",52.7,Found,1990,SE
"L6",21.5,Found,1990,SE
"L6",18.7,Found,1990,SE
"L6",14.9,Found,1990,SE
"L6",28.3,Found,1990,SE
"L6",60,Found,1990,SE
"L6",15.1,Found,1990,SE
"L6",27.4,Found,1990,SE
"H5",20.6,Found,1990,SE
"L6",54.8,Found,1990,SE
"L6",13.1,Found,1990,SE
"L6",12.9,Found,1990,SE
"L6",11.6,Found,1990,SE
"L6",26.6,Found,1990,SE
"L6",45.1,Found,1990,SE
"L6",68.8,Found,1990,SE
"L6",47,Found,1990,SE
"H5",4.8,Found,1990,SE
"L6",2.9,Found,1990,SE
"L6",1.5,Found,1990,SE
"L6",16.3,Found,1990,SE
"L6",2.1,Found,1990,SE
"L6",18,Found,1990,SE
"L6",15.5,Found,1990,SE
"L6",11.3,Found,1990,SE
"L6",2.9,Found,1990,SE
"L6",4,Found,1990,SE
"L6",4.8,Found,1990,SE
"L6",0.8,Found,1990,SE
"L6",13.8,Found,1990,SE
"L6",3.8,Found,1990,SE
"L6",8.5,Found,1990,SE
"L6",1.2,Found,1990,SE
"L6",1.9,Found,1990,SE
"L6",1.2,Found,1990,SE
"CM2",1.2,Found,1990,SE
"L6",15.8,Found,1990,SE
"L6",2.8,Found,1990,SE
"L6",3.9,Found,1990,SE
"H5",16.1,Found,1990,SE
"CK5",6.6,Found,1990,SE
"EL3",5.7,Found,1990,SE
"L6",49.7,Found,1990,SE
"Mesosiderite",4015.6,Found,1992,SE
"CK5",1041,Found,1992,SE
"Eucrite-br",66.4,Found,1992,SE
"Eucrite-unbr",34.7,Found,1992,SE
"CM2",5.4,Found,1992,SE
"C2",0.8,Found,1992,SE
"CM2",0.6,Found,1992,SE
"CM2",1.5,Found,1992,SE
"CM2",0.2,Found,1992,SE
"CM2",1,Found,1992,SE
"CR2",17.5,Found,1992,SE
"LL7",2,Found,1992,SE
"LL7",9.9,Found,1992,SE
"Howardite",2.1,Found,1992,SE
"Howardite",4.1,Found,1992,SE
"LL7",10.1,Found,1992,SE
"LL6",0.3,Found,1992,SE
"LL6",3.9,Found,1992,SE
"LL6",0.9,Found,1992,SE
"LL6",1.4,Found,1992,SE
"LL6",0.5,Found,1992,SE
"Howardite",9.7,Found,1992,SE
"Eucrite-unbr",21.8,Found,1992,SE
"LL6",15.4,Found,1992,SE
"Eucrite-br",18.4,Found,1992,SE
"Eucrite-br",17,Found,1992,SE
"Eucrite-br",16.3,Found,1992,SE
"L6",0.4,Found,1992,SE
"Iron- ungrouped",2434.2,Found,1992,SE
"L6",1151.2,Found,1992,SE
"L6",1316.6,Found,1992,SE
"L6",693.7,Found,1992,SE
"H5",735.6,Found,1992,SE
"L6",727.8,Found,1992,SE
"H5",646.4,Found,1992,SE
"L6",533.5,Found,1992,SE
"L6",349.5,Found,1992,SE
"H5",731.4,Found,1992,SE
"L6",513.6,Found,1992,SE
"H5",426.2,Found,1992,SE
"L5",291.2,Found,1992,SE
"CR2",103.7,Found,1992,SE
"L6",204.7,Found,1992,SE
"H5",139.7,Found,1992,SE
"H5",239.6,Found,1992,SE
"L6",162.2,Found,1992,SE
"H5",134.9,Found,1992,SE
"CR2",58.5,Found,1992,SE
"L5",59.7,Found,1992,SE
"L6",71.3,Found,1992,SE
"L6",94.5,Found,1992,SE
"CR2",89.6,Found,1992,SE
"LL6",81.7,Found,1992,SE
"LL6",59.3,Found,1992,SE
"L6",61.7,Found,1992,SE
"H6",67.4,Found,1992,SE
"H5",52.6,Found,1992,SE
"L6",85.6,Found,1992,SE
"L6",79.5,Found,1992,SE
"L6",49.1,Found,1992,SE
"L5",79.1,Found,1992,SE
"CR2",73.5,Found,1992,SE
"EL6",74.6,Found,1992,SE
"H5",71.4,Found,1992,SE
"CR2",46.7,Found,1992,SE
"H5",65.3,Found,1992,SE
"L5",49.8,Found,1992,SE
"L6",49.3,Found,1992,SE
"L6",42.7,Found,1992,SE
"CR2",17.8,Found,1992,SE
"H5",4.4,Found,1992,SE
"L4",23,Found,1992,SE
"L6",10,Found,1992,SE
"L6",24,Found,1992,SE
"H5",4.7,Found,1992,SE
"H6",1.4,Found,1992,SE
"H5",11.4,Found,1992,SE
"L6",4,Found,1992,SE
"L6",4.4,Found,1992,SE
"L6",2.3,Found,1992,SE
"LL5",1.6,Found,1992,SE
"L6",3.9,Found,1992,SE
"H5",26.2,Found,1992,SE
"H5",5.8,Found,1992,SE
"L5",30.3,Found,1992,SE
"L5",6.8,Found,1992,SE
"L6",29.9,Found,1992,SE
"H5",15.1,Found,1992,SE
"L5",10.4,Found,1992,SE
"L6",23.7,Found,1992,SE
"L6",5.8,Found,1992,SE
"CR2",3.5,Found,1992,SE
"EL6",0.4,Found,1992,SE
"CR2",16.7,Found,1992,SE
"L6",1.4,Found,1992,SE
"L6",0.2,Found,1992,SE
"L6",0.5,Found,1992,SE
"L6",1.1,Found,1992,SE
"LL5",0.2,Found,1992,SE
"L3.4",3.4,Found,1992,SE
"L6",3.3,Found,1992,SE
"L6",9.6,Found,1992,SE
"CM2",1.5,Found,1992,SE
"L6",14.3,Found,1992,SE
"CR2",18.2,Found,1992,SE
"L6",3,Found,1992,SE
"CR2",10.9,Found,1992,SE
"L6",6.6,Found,1992,SE
"L6",0.2,Found,1992,SE
"L6",56.3,Found,1992,SE
"H6",16.5,Found,1992,SE
"H6",0.4,Found,1992,SE
"H6",2.9,Found,1992,SE
"H6",2,Found,1992,SE
"H5",22.1,Found,1992,SE
"L6",37.7,Found,1992,SE
"L6",12.9,Found,1992,SE
"L6",1.3,Found,1992,SE
"H5",32.1,Found,1992,SE
"L6",40.5,Found,1992,SE
"L6",21,Found,1992,SE
"H5",14.5,Found,1992,SE
"H5",7.7,Found,1992,SE
"H5",1.9,Found,1992,SE
"L6",0.8,Found,1992,SE
"CO3",4.8,Found,1992,SE
"H5",1.2,Found,1992,SE
